# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	regulation of immune system process	1	7.234592e-30	9.519999612800001e-26	2.204962	222	0.2502818	2	0.00010823580157	1.644487	125	1423	0.1246261	
GO Biological Process	positive regulation of immune system process	2	1.778877e-28	1.17041212215e-24	2.530683	168	0.1894025	5	0.00011321390390600002	1.815733	87	897	0.08673978	
GO Biological Process	regulation of leukocyte cell-cell adhesion	6	1.359093e-20	2.9807174645e-17	3.070611	91	0.102593	4	0.00010282587349	2.492248	43	323	0.04287139	
GO Biological Process	regulation of immune response	8	7.666895e-20	1.2611083913124998e-16	2.303735	139	0.156708	15	0.0012135475434666668	1.700032	83	914	0.08275174	
GO Biological Process	positive regulation of leukocyte cell-cell adhesion	9	2.070233e-19	3.0269106718888884e-16	3.579448	70	0.0789177	14	0.0007924535905857143	2.674405	30	210	0.02991027	
GO Biological Process	regulation of cell-cell adhesion	10	2.605602e-19	3.4287116718000003e-16	2.668741	105	0.1183766	3	0.00007241213474000001	2.351864	50	398	0.04985045	
GO Biological Process	immune response-activating signal transduction	12	7.149332e-19	7.839838315666666e-16	3.047164	84	0.09470124	53	0.020557339879056606	1.91129	39	382	0.03888335	
GO Biological Process	lymphocyte activation	14	5.345789e-18	5.024659817928571e-15	2.852942	88	0.09921082	13	0.000695845186976923	2.259411	42	348	0.04187438	
GO Biological Process	immune response-regulating cell surface receptor signaling pathway	15	9.140946e-18	8.0190472276e-15	3.189016	74	0.08342728	70	0.03309458422285714	1.961231	33	315	0.0329013	
GO Biological Process	single organismal cell-cell adhesion	17	1.015267e-17	7.858763795882354e-15	2.652885	97	0.1093574	31	0.005704511396774194	2.051599	40	365	0.03988036	
GO Biological Process	regulation of cell activation	19	1.711865e-17	1.1856016597368422e-14	2.456147	109	0.1228861	9	0.0004394361785444444	2.059292	55	500	0.05483549	
GO Biological Process	immune response-regulating signaling pathway	20	3.144657e-17	2.0690270731499998e-14	2.789369	87	0.09808343	45	0.015149240265555555	1.899215	42	414	0.04187438	
GO Biological Process	regulation of T cell activation	21	3.177428e-17	1.9910369072380954e-14	2.948663	80	0.09019166	11	0.0006061415814727272	2.370496	39	308	0.03888335	
GO Biological Process	leukocyte aggregation	25	1.7799e-16	9.368681640000001e-14	3.234248	67	0.07553551	21	0.002963171817857143	2.463268	30	228	0.02991027	
GO Biological Process	positive regulation of cell-cell adhesion	27	3.484497e-16	1.6982405934444442e-13	3.000471	73	0.08229989	16	0.0014183757125	2.496112	32	240	0.03190429	
GO Biological Process	positive regulation of immune response	28	3.745493e-16	1.7602479423928572e-13	2.475084	99	0.1116122	67	0.033552503955223884	1.673195	53	593	0.05284148	
GO Biological Process	single organism cell adhesion	29	4.152825e-16	1.8843801439655174e-13	2.500016	97	0.1093574	37	0.010002810293513515	1.968088	41	390	0.04087737	
GO Biological Process	positive regulation of T cell activation	30	6.250247e-16	2.741566675766667e-13	3.377925	61	0.06877114	17	0.0024816457472352942	2.607878	28	201	0.02791625	
GO Biological Process	leukocyte cell-cell adhesion	31	7.139374e-16	3.0305491118064517e-13	3.044921	70	0.0789177	19	0.002273074578736842	2.38528	33	259	0.0329013	
GO Biological Process	T cell activation	34	1.960835e-15	7.589008166176469e-13	3.176689	64	0.07215333	23	0.003740355925521739	2.467747	29	220	0.02891326	
GO Cellular Component	alpha-beta T cell receptor complex	13	1.206509e-10	1.603728886153846e-8	53.03077	7	0.00789177	5	0.013393271808000002	14.97667	4	5	0.003988036	
Human Phenotype	Lymphadenopathy	3	1.000014e-13	2.2243644740000002e-10	7.416264	24	0.0270575	1	0.011093148488999999	5.22442	12	43	0.01196411	
Human Phenotype	Abnormality of the lymph nodes	4	4.160652e-13	6.941007699e-10	6.926751	24	0.0270575	2	0.0310502797695	4.493001	12	50	0.01196411	
Human Phenotype	Abnormality of cells of the lymphoid lineage	7	9.640521e-13	9.190170947571428e-10	7.024609	23	0.0259301	3	0.03204788326	4.680209	11	44	0.0109671	
