# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	leukocyte activation	2	9.098822e-23	5.9865699349e-19	2.408519	147	0.1657272	5	0.00030417212726	1.790103	85	869	0.082846	
GO Biological Process	myeloid leukocyte activation	3	3.035643e-22	1.3315342079000002e-18	3.016386	101	0.113867	28	0.009164261274642857	1.794232	55	561	0.05360624	
GO Biological Process	leukocyte mediated immunity	4	3.018128e-21	9.928886588e-18	2.880341	103	0.1161218	101	0.033299097045544554	1.628745	55	618	0.05360624	
GO Biological Process	leukocyte activation involved in immune response	5	1.273289e-20	3.3510419902e-17	2.821873	103	0.1161218	31	0.008645416306774192	1.760312	58	603	0.05653021	
GO Biological Process	immune response	6	1.49024e-20	3.268344693333334e-17	2.055091	180	0.2029312	14	0.0031514601891428572	1.499491	122	1489	0.1189084	
GO Biological Process	cell activation	7	2.630274e-20	4.944539366571429e-17	2.172677	159	0.1792559	7	0.0005244489372285715	1.698233	94	1013	0.09161793	
GO Biological Process	cell activation involved in immune response	8	4.056089e-20	6.671759393875e-17	2.775258	103	0.1161218	35	0.009273120982	1.748711	58	607	0.05653021	
GO Biological Process	immune effector process	9	5.675376e-20	8.298030309333334e-17	2.399107	130	0.1465614	80	0.019199425116250002	1.538594	76	904	0.07407407	
GO Biological Process	myeloid leukocyte mediated immunity	10	3.401529e-19	4.4760720111e-16	3.01009	87	0.09808343	75	0.016670377387066667	1.754907	49	511	0.04775828	
GO Biological Process	neutrophil activation	13	2.486814e-18	2.517229648153846e-15	3.007754	83	0.09357384	118	0.04769776185084746	1.687608	45	488	0.04385965	
GO Biological Process	leukocyte degranulation	14	2.496885e-18	2.3468935510714284e-15	2.982611	84	0.09470124	97	0.0269787310257732	1.723757	47	499	0.04580897	
GO Biological Process	myeloid cell activation involved in immune response	16	3.686211e-18	3.0316781593124998e-15	2.938735	85	0.09582864	92	0.0237427837	1.725847	48	509	0.04678363	
GO Biological Process	defense response	19	1.338145e-16	9.267710555263158e-14	2.076099	143	0.1612176	89	0.02207178291011236	1.457199	93	1168	0.09064327	
GO Biological Process	regulated exocytosis	21	7.212862e-14	4.519716717047619e-11	2.246693	101	0.113867	76	0.01664141680592105	1.641723	61	680	0.05945419	
GO Biological Process	I-kappaB kinase/NF-kappaB signaling	28	2.416004e-12	1.1354355941428573e-9	5.322267	28	0.03156708	20	0.00504291238485	3.760514	15	73	0.01461988	
GO Biological Process	exocytosis	30	4.73569e-12	2.0772314903333336e-9	2.063259	104	0.1172492	100	0.031875414152	1.561123	65	762	0.06335283	
GO Biological Process	inflammatory response	31	6.744067e-12	2.8627476662258065e-9	2.442363	73	0.08229989	63	0.012589716595238096	1.826147	46	461	0.04483431	
GO Biological Process	immune response-activating signal transduction	32	9.110061e-12	3.74622789684375e-9	2.503028	69	0.0777903	39	0.009839753595384616	1.964262	41	382	0.03996101	
GO Biological Process	positive regulation of cytokine production	37	3.27843e-10	1.1659691991891892e-7	2.316517	68	0.07666291	112	0.03935865124375	1.80167	38	386	0.03703704	
GO Biological Process	immune response-activating cell surface receptor signaling pathway	40	5.331437e-10	1.7539094870750003e-7	2.650752	52	0.05862458	119	0.0476522001487395	1.933222	30	284	0.02923977	
GO Cellular Component	secretory granule membrane	14	3.329233e-15	4.1092247314285714e-13	3.175578	63	0.07102593	41	0.0379445155902439	1.848603	30	297	0.02923977	
GO Cellular Component	secretory granule	20	2.281537e-13	1.9712479680000003e-11	2.124227	109	0.1228861	44	0.04041953018181818	1.473021	66	820	0.06432749	
GO Cellular Component	vacuolar membrane	21	3.4915e-13	2.8730057142857143e-11	2.769853	66	0.07440812	30	0.01608164928	1.802388	39	396	0.0380117	
GO Cellular Component	I-kappaB/NF-kappaB complex	23	5.001881e-13	3.7579349426086963e-11	28.3348	11	0.01240135	29	0.016180396137931034	10.45781	4	7	0.003898635	
GO Cellular Component	focal adhesion	27	1.613857e-11	1.03286848e-9	2.361292	75	0.08455468	42	0.0378149184	1.723011	37	393	0.03606238	
GO Cellular Component	cell-substrate adherens junction	29	1.879812e-11	1.120108667586207e-9	2.353381	75	0.08455468	45	0.040514726400000006	1.709958	37	396	0.03606238	
GO Cellular Component	vacuolar part	31	3.658616e-11	2.0393833703225805e-9	2.273172	78	0.08793687	36	0.0288034224	1.621623	49	553	0.04775828	
GO Cellular Component	cell-substrate junction	34	5.839441e-11	2.9678100141176473e-9	2.294871	75	0.08455468	52	0.04390037169230769	1.688637	37	401	0.03606238	
GO Cellular Component	nuclear periphery	90	0.0005197144	0.009978516480000001	2.11059	25	0.02818489	38	0.030038574315789473	2.411782	17	129	0.0165692	
