# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	lymphocyte activation	5	1.213162e-19	3.1927997516e-16	2.216371	157	0.07707413	44	0.0026933721572727273	1.690815	68	348	0.03133641	
GO Biological Process	immune response-activating cell surface receptor signaling pathway	26	7.653933e-15	3.8737732441153844e-12	2.330707	105	0.05154639	106	0.03490023772924528	1.61482	53	284	0.02442396	
GO Biological Process	cytokine production	28	1.109329e-14	5.213450111071428e-12	2.841979	73	0.03583702	67	0.013893747495223879	2.047655	31	131	0.01428571	
GO Biological Process	activated T cell proliferation	35	4.016104e-14	1.5099403581714287e-11	12.19476	18	0.008836524	88	0.026607961555681823	8.652995	4	4	0.001843318	
GO Biological Process	immune response-activating signal transduction	39	1.00993e-13	3.4076074025641024e-11	2.037694	129	0.06332842	90	0.026917772598888886	1.540324	68	382	0.03133641	
GO Biological Process	protein secretion	173	2.00756e-7	0.000015270220832369943	2.098366	59	0.02896416	112	0.04123794442946428	1.930284	29	130	0.01336406	
GO Biological Process	positive regulation of interleukin-2 production	256	0.000005932204	0.000304929189203125	2.701553	27	0.01325479	107	0.039492667818691596	3.172765	11	30	0.005069124	
GO Biological Process	positive regulation of DNA damage response, signal transduction by p53 class mediator	271	0.000008979083	0.00043599908928782286	4.26639	14	0.006872852	122	0.04822132807704918	4.326498	7	14	0.003225806	
GO Biological Process	regulation of DNA damage response, signal transduction by p53 class mediator	273	0.000009482465	0.0004570687067216117	3.184991	20	0.00981836	107	0.039492667818691596	3.172765	11	30	0.005069124	
GO Biological Process	positive regulation of response to DNA damage stimulus	309	0.00001975083	0.0008411041164077671	2.131537	38	0.01865488	47	0.003339927786808511	2.584661	23	77	0.01059908	
GO Biological Process	regulation of lamellipodium assembly	313	0.00002036678	0.000856250664600639	3.01583	20	0.00981836	120	0.048924602742500004	3.070418	11	31	0.005069124	
GO Biological Process	Fc-gamma receptor signaling pathway involved in phagocytosis	388	0.00005845578	0.0019825247655154642	2.242633	30	0.01472754	109	0.039909206751376144	2.31559	19	71	0.00875576	
GO Cellular Component	alpha-beta T cell receptor complex	25	1.334229e-9	9.222190848e-8	26.39079	8	0.003927344	42	0.033225909942857144	6.922396	4	5	0.001843318	
GO Cellular Component	T cell receptor complex	27	1.944179e-9	1.24427456e-7	5.510481	20	0.00981836	40	0.031589295839999997	3.643366	8	19	0.003686636	
GO Cellular Component	unconventional myosin complex	117	0.0009185966	0.013566965169230769	4.668047	7	0.003436426	34	0.016692891670588236	5.191797	6	10	0.002764977	
