,score
HLA-DRA,9.8948267773942
HLA-DRB1,8.752406257277471
MS4A1,8.710447306229298
CTSH,8.66169314112335
CYBB,8.404892367131652
WARS,8.338208354751714
BANK1,8.325436983406007
CD79A,8.323909590386847
LYN,8.2390880437938
HLA-DPB1,8.231778426323899
CD74,8.200255400113974
MARCKS,8.155413589301588
CD40,8.079433867133275
SWAP70,8.02520075552411
CD83,7.968151491545086
HLA-DQB1,7.902543049935957
HLA-DPA1,7.717441033887326
BASP1,7.61795348840792
HLA-DMB,7.56017044309101
HLA-DMA,7.558801909949125
SNX2,7.519123389000697
IGHM,7.4773996330955015
CD37,7.299323212311947
PARP14,7.241697651462118
TAGLN2,7.240944614381533
PSME2,7.230494935441357
MIR155HG,7.219792868730792
LAT2,7.152995385009945
LAP3,7.029313686533214
BCL11A,6.992390112201065
RALGPS2,6.981309807687467
HLA-DQA1,6.961331974636323
RPS11,6.947295913618291
ISG20,6.885421710682749
CCDC50,6.84947330217733
IL13RA1,6.772686901930911
PAX5,6.723736740872482
CTSS,6.721340776316538
LACTB,6.688724986708394
HERPUD1,6.6809154076333925
HSP90AB1,6.670845341906443
IGHD,6.6626637143742755
SYNGR2,6.662312984775099
TCF4,6.63615749684277
DAPP1,6.618387197151151
MEF2C,6.606069711169084
GRN,6.596834519429194
POU2F2,6.594330585173111
IGKC,6.581265563751231
ID3,6.495869783402668
ARHGAP24,6.449942086243027
PSMB9,6.439870645105884
HLA-DRB5,6.415336765790926
EPSTI1,6.4012216186868045
PTPN1,6.360426952366879
VOPP1,6.359664287414944
SNX8,6.357265572038614
TNFRSF13C,6.354487931154154
SPIB,6.3511408704498535
IGLC2,6.327571841385179
AFF3,6.312405880893721
MT-ND3,6.308338105248367
IFI30,6.271416594031507
COBLL1,6.267269732300065
CD79B,6.266790401847857
SLAMF1,6.175553942115357
LAPTM5,6.1689285912164
PLEKHG1,6.137353987124243
PTMA,6.105398394408667
BCL2A1,6.096590955238753
HLA-DQA2,6.067856573194831
UVRAG,6.058059526391162
TNFRSF13B,6.046242689719293
PKIG,6.044832894271622
TSPAN33,6.040991373602992
FCHSD2,6.027079787207413
REL,5.976922015999662
CXCL9,5.930770126978587
BST2,5.924932886120132
ZFP36L1,5.919817047907827
SMC6,5.901533720214275
EZR,5.900756613455314
