cellid	pop
cell_1	1
cell_4	1
cell_5	1
cell_6	1
cell_7	1
cell_8	1
cell_9	1
cell_10	1
cell_11	1
cell_15	1
cell_16	1
cell_17	1
cell_18	1
cell_19	1
cell_24	1
cell_25	1
cell_26	1
cell_27	1
cell_28	1
cell_29	1
cell_30	1
cell_32	1
cell_34	1
cell_35	1
cell_38	1
cell_39	1
cell_42	1
cell_44	1
cell_45	1
cell_47	1
cell_50	1
cell_53	1
cell_54	1
cell_60	1
cell_61	1
cell_62	1
cell_63	1
cell_66	1
cell_69	1
cell_70	1
cell_71	1
cell_74	1
cell_75	1
cell_76	1
cell_77	1
cell_79	1
cell_80	1
cell_81	1
cell_82	1
cell_83	1
cell_84	1
cell_86	1
cell_87	1
cell_88	1
cell_89	1
cell_91	1
cell_93	1
cell_97	1
cell_99	1
cell_102	1
cell_103	1
cell_106	1
cell_108	1
cell_110	1
cell_111	1
cell_114	1
cell_116	1
cell_119	1
cell_122	1
cell_123	1
cell_125	1
cell_127	1
cell_129	1
cell_133	1
cell_134	1
cell_136	1
cell_137	1
cell_138	1
cell_139	1
cell_141	1
cell_143	1
cell_147	1
cell_148	1
cell_149	1
cell_150	1
cell_152	1
cell_153	1
cell_155	1
cell_157	1
cell_159	1
cell_160	1
cell_163	1
cell_164	1
cell_166	1
cell_169	1
cell_170	1
cell_173	1
cell_174	1
cell_175	1
cell_176	1
cell_178	1
cell_179	1
cell_180	1
cell_182	1
cell_183	1
cell_185	1
cell_186	1
cell_187	1
cell_190	1
cell_191	1
cell_194	1
cell_196	1
cell_197	1
cell_199	1
cell_200	1
cell_202	1
cell_203	1
cell_204	1
cell_205	1
cell_206	1
cell_209	1
cell_210	1
cell_212	1
cell_214	1
cell_219	1
cell_221	1
cell_223	1
cell_228	1
cell_230	1
cell_231	1
cell_233	1
cell_234	1
cell_237	1
cell_239	1
cell_243	1
cell_246	1
cell_247	1
cell_249	1
cell_251	1
cell_252	1
cell_255	1
cell_256	1
cell_259	1
cell_262	1
cell_268	1
cell_269	1
cell_270	1
cell_272	1
cell_273	1
cell_274	1
cell_277	1
cell_278	1
cell_280	1
cell_281	1
cell_282	1
cell_284	1
cell_285	1
cell_287	1
cell_288	1
cell_289	1
cell_291	1
cell_293	1
cell_294	1
cell_295	1
cell_297	1
cell_301	1
cell_302	1
cell_303	1
cell_307	1
cell_310	1
cell_311	1
cell_314	1
cell_317	1
cell_319	1
cell_321	1
cell_322	1
cell_325	1
cell_327	1
cell_328	1
cell_330	1
cell_336	1
cell_338	1
cell_340	1
cell_341	1
cell_345	1
cell_346	1
cell_350	1
cell_354	1
cell_355	1
cell_356	1
cell_357	1
cell_358	1
cell_359	1
cell_361	1
cell_362	1
cell_364	1
cell_365	1
cell_366	1
cell_369	1
cell_370	1
cell_371	1
cell_373	1
cell_374	1
cell_381	1
cell_383	1
cell_384	1
cell_386	1
cell_387	1
cell_392	1
cell_394	1
cell_395	1
cell_396	1
cell_398	1
cell_399	1
cell_401	1
cell_403	1
cell_405	1
cell_407	1
cell_411	1
cell_413	1
cell_414	1
cell_415	1
cell_419	1
cell_420	1
cell_421	1
cell_424	1
cell_426	1
cell_427	1
cell_428	1
cell_431	1
cell_432	1
cell_434	1
cell_438	1
cell_442	1
cell_443	1
cell_444	1
cell_446	1
cell_447	1
cell_448	1
cell_449	1
cell_450	1
cell_451	1
cell_452	1
cell_453	1
cell_454	1
cell_456	1
cell_458	1
cell_459	1
cell_461	1
cell_463	1
cell_464	1
cell_468	1
cell_469	1
cell_471	1
cell_472	1
cell_473	1
cell_475	1
cell_476	1
cell_477	1
cell_480	1
cell_481	1
cell_486	1
cell_488	1
cell_489	1
cell_492	1
cell_493	1
cell_494	1
cell_496	1
cell_497	1
cell_499	1
cell_500	1
cell_502	1
cell_503	1
cell_505	1
cell_507	1
cell_509	1
cell_517	1
cell_519	1
cell_520	1
cell_523	1
cell_524	1
cell_528	1
cell_531	1
cell_535	1
cell_537	1
cell_538	1
cell_540	1
cell_542	1
cell_545	1
cell_549	1
cell_550	1
cell_551	1
cell_554	1
cell_555	1
cell_556	1
cell_559	1
cell_560	1
cell_561	1
cell_562	1
cell_563	1
cell_567	1
cell_572	1
cell_574	1
cell_577	1
cell_578	1
cell_579	1
cell_580	1
cell_583	1
cell_585	1
cell_589	1
cell_590	1
cell_591	1
cell_595	1
cell_596	1
cell_598	1
cell_600	1
cell_601	1
cell_605	1
cell_609	1
cell_610	1
cell_611	1
cell_612	1
cell_618	1
cell_619	1
cell_620	1
