cellid	pop
cell_4	1
cell_6	1
cell_7	1
cell_8	1
cell_10	1
cell_12	1
cell_13	1
cell_19	1
cell_20	1
cell_25	1
cell_26	1
cell_27	1
cell_29	1
cell_30	1
cell_32	1
cell_33	1
cell_34	1
cell_35	1
cell_36	1
cell_39	1
cell_41	1
cell_42	1
cell_43	1
cell_45	1
cell_46	1
cell_47	1
cell_48	1
cell_49	1
cell_50	1
cell_51	1
cell_52	1
cell_53	1
cell_54	1
cell_56	1
cell_57	1
cell_61	1
cell_62	1
cell_64	1
cell_66	1
cell_69	1
cell_70	1
cell_71	1
cell_72	1
cell_73	1
cell_75	1
cell_77	1
cell_81	1
cell_84	1
cell_85	1
cell_86	1
cell_91	1
cell_92	1
cell_95	1
cell_97	1
cell_98	1
cell_103	1
cell_104	1
cell_105	1
cell_106	1
cell_108	1
cell_110	1
cell_112	1
cell_113	1
cell_114	1
cell_116	1
cell_117	1
cell_118	1
cell_120	1
cell_121	1
cell_122	1
cell_124	1
cell_125	1
cell_129	1
cell_132	1
cell_133	1
cell_134	1
cell_135	1
cell_138	1
cell_139	1
cell_141	1
cell_144	1
cell_145	1
cell_146	1
cell_147	1
cell_151	1
cell_152	1
cell_154	1
cell_155	1
cell_156	1
cell_157	1
cell_160	1
cell_161	1
cell_162	1
cell_163	1
cell_164	1
cell_167	1
cell_171	1
cell_174	1
cell_176	1
cell_177	1
cell_179	1
cell_180	1
cell_183	1
cell_184	1
cell_185	1
cell_188	1
cell_191	1
cell_192	1
cell_195	1
cell_198	1
cell_200	1
cell_202	1
cell_206	1
cell_209	1
cell_210	1
cell_211	1
cell_213	1
cell_214	1
cell_220	1
cell_221	1
cell_222	1
cell_224	1
cell_227	1
cell_230	1
cell_232	1
cell_233	1
cell_236	1
cell_238	1
cell_239	1
cell_240	1
cell_243	1
cell_244	1
cell_246	1
cell_248	1
cell_249	1
cell_251	1
cell_255	1
cell_256	1
cell_257	1
cell_258	1
cell_260	1
cell_263	1
cell_264	1
cell_265	1
cell_268	1
cell_269	1
cell_271	1
cell_272	1
cell_273	1
cell_278	1
cell_279	1
cell_282	1
cell_284	1
cell_286	1
cell_288	1
cell_290	1
cell_291	1
cell_293	1
cell_295	1
cell_301	1
cell_307	1
cell_308	1
cell_309	1
cell_313	1
cell_314	1
cell_316	1
cell_317	1
cell_319	1
cell_321	1
cell_323	1
cell_326	1
cell_327	1
cell_328	1
cell_330	1
cell_331	1
cell_332	1
cell_334	1
cell_335	1
cell_336	1
cell_340	1
cell_346	1
cell_348	1
cell_349	1
cell_350	1
cell_353	1
cell_357	1
cell_358	1
cell_359	1
cell_363	1
cell_364	1
cell_365	1
cell_366	1
cell_367	1
cell_369	1
cell_370	1
cell_371	1
cell_372	1
cell_373	1
cell_376	1
cell_377	1
cell_379	1
cell_380	1
cell_381	1
cell_384	1
cell_387	1
cell_389	1
cell_392	1
cell_394	1
cell_398	1
cell_400	1
cell_403	1
cell_404	1
cell_405	1
cell_406	1
cell_408	1
cell_409	1
cell_412	1
cell_414	1
cell_415	1
cell_416	1
cell_417	1
cell_427	1
cell_428	1
