# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	regulation of immune system process	1	1.430671e-47	1.8826199689e-43	2.582387	260	0.2931229	3	3.2205889278e-7	1.803366	123	1423	0.1366667	
GO Biological Process	regulation of immune response	2	1.37971e-40	9.077801945000001e-37	3.016401	182	0.205186	14	0.000006061289180714286	1.917418	84	914	0.09333333	
GO Biological Process	positive regulation of immune system process	3	2.076779e-39	9.109444953666667e-36	2.862082	190	0.2142052	9	0.000001772859434	1.977016	85	897	0.09444444	
GO Biological Process	regulation of T cell activation	4	2.434987e-37	8.01049848325e-34	4.201845	114	0.1285231	6	6.2577558705e-7	2.912738	43	308	0.04777778	
GO Biological Process	immune system process	5	5.769015e-37	1.5182893677000001e-33	2.00496	317	0.3573844	10	0.0000032903987387	1.540787	172	2329	0.1911111	
GO Biological Process	regulation of leukocyte cell-cell adhesion	6	1.675621e-36	3.6749161231666664e-33	3.981672	118	0.1330327	5	3.0905148446000005e-7	2.906656	45	323	0.05	
GO Biological Process	positive regulation of interleukin-2 production	7	1.226049e-35	2.3047969701428567e-32	11.48913	50	0.05636979	8	5.964369386e-7	9.040778	13	30	0.01444444	
GO Biological Process	regulation of cytokine production	9	5.134052e-32	7.506554474222222e-29	3.098857	140	0.1578354	19	0.00003053174727684211	2.086333	61	610	0.06777778	
GO Biological Process	regulation of lymphocyte activation	10	5.580677e-32	7.3436128643e-29	3.404663	124	0.1397971	13	0.000004706111879384615	2.5036	48	400	0.05333333	
GO Biological Process	regulation of interleukin-2 production	11	2.03896e-31	2.43915224e-28	8.051788	55	0.06200676	1	1.8106612933e-7	7.221923	18	52	0.02	
GO Biological Process	regulation of leukocyte activation	12	2.859357e-31	3.13552323025e-28	3.184393	132	0.1488162	12	0.000004567885863166667	2.383096	53	464	0.05888889	
GO Biological Process	immune response	13	3.932123e-31	3.9802158889999997e-28	2.351937	206	0.2322435	49	0.00046447563995918363	1.555292	111	1489	0.1233333	
GO Biological Process	regulation of cell activation	15	1.305973e-30	1.1456865804666666e-27	3.064551	136	0.1533258	11	0.0000036915983457272724	2.336693	56	500	0.06222222	
GO Biological Process	inflammatory response	16	2.571452e-29	2.1148585542499998e-26	3.579901	107	0.1206313	103	0.006706227557864078	1.900781	42	461	0.04666667	
GO Biological Process	antigen receptor-mediated signaling pathway	17	5.4652e-29	4.2303862823529406e-26	5.256024	71	0.0800451	64	0.001697839358171875	2.789864	23	172	0.02555556	
GO Biological Process	positive regulation of interleukin-2 biosynthetic process	18	1.790823e-28	1.3091911031666665e-25	27.40824	26	0.02931229	29	0.00016518955533793102	12.17028	7	12	0.007777778	
GO Biological Process	regulation of cell-cell adhesion	19	2.10047e-28	1.4547413015789475e-25	3.126239	123	0.1386697	15	0.000009851643258	2.46376	47	398	0.05222222	
GO Biological Process	regulation of defense response	20	2.437895e-28	1.60401301525e-25	2.857747	139	0.156708	34	0.0002358877695647059	1.878554	66	733	0.07333333	
GO Biological Process	positive regulation of cytokine production	21	3.782062e-28	2.3699120884761906e-25	3.542908	104	0.1172492	25	0.000130510119824	2.324154	43	386	0.04777778	
GO Biological Process	positive regulation of cytokine biosynthetic process	22	8.844336e-28	5.290118973818181e-25	9.972556	42	0.04735062	36	0.0002465204135777778	4.868111	14	60	0.01555556	
GO Cellular Component	adherens junction	26	1.130919e-11	7.516261661538462e-10	2.086719	98	0.1104848	3	0.02688966144	1.862798	45	504	0.05	
GO Cellular Component	anchoring junction	29	5.105148e-11	3.0419640496551726e-9	2.029364	98	0.1104848	4	0.0440025696	1.802015	45	521	0.05	
GO Molecular Function	chemokine receptor activity	4	7.995757e-24	8.4395215135e-21	19.37907	25	0.02818489	3	0.0026968039073333333	7.221923	9	26	0.01	
GO Molecular Function	cytokine receptor activity	5	3.166599e-19	2.6738761956e-16	6.188413	40	0.04509583	2	0.00320867778	3.855181	17	92	0.01888889	
GO Molecular Function	C-C chemokine receptor activity	8	4.382008e-16	2.3126047220000003e-13	33.66673	13	0.01465614	4	0.0090688148355	10.43167	6	12	0.006666667	
