,score
chr14_61320827_61339256,28.0219005968911
chr3_18438145_18448087,26.478329586702785
chr9_129883931_129892584,26.263903836342024
chr19_6736104_6741625,25.43998965735568
chr5_35850912_35861105,25.38214718484653
chr14_64501046_64509101,25.261444639476167
chr16_29804229_29808875,25.167994940946983
chr14_91241127_91248463,25.128172400194444
chr11_121460944_121468744,25.032965629853834
chr5_59035672_59042949,24.881875687835304
chr2_234288787_234293439,24.87371690721659
chr15_72226291_72232779,24.69122676583595
chr19_41859150_41861197,24.659004389475285
chr7_131102101_131111709,24.602744939211334
chr6_109380498_109383825,24.55032784032369
chr4_26318604_26322931,24.422320186016577
chr12_12713864_12727203,24.37697115713263
chr17_47894914_47897086,24.356159801856734
chr1_235864677_235868806,24.317769440392
chr1_21292450_21295510,24.310582022114318
chr7_87215997_87221299,24.154162848139435
chr6_26155261_26160628,24.032049672475182
chr1_89605699_89612464,23.840215555810573
chr19_55338393_55340376,23.838756854684107
chr7_130924037_130962114,23.785575595319983
chr7_24978659_24982433,23.74669955268473
chr17_28724247_28729514,23.715703811362232
chr16_1781709_1783756,23.69949067986454
chr1_159007718_159016222,23.685099267160012
chr3_56795557_56802822,23.665322263591975
chr11_130001154_130004877,23.66232198059322
chr9_33158257_33168723,23.649893183949757
chr14_91226317_91232938,23.58793319598817
chr11_118338135_118345816,23.556811475932022
chr16_30657319_30661360,23.551565124721492
chr7_130908253_130922990,23.52704568487752
chr10_6577878_6589029,23.504875085370145
chr16_2152625_2156539,23.492943573201615
chr10_8052262_8058106,23.449787568852116
chr18_13374902_13378835,23.420888710398913
chr16_89487714_89491887,23.38912715098502
chr1_153921694_153924390,23.279800816786178
chr15_41772631_41775375,23.2667653330833
chr3_160564182_160566623,23.19191075868673
chr19_45506011_45509783,23.186634570407705
chr2_96536002_96540218,23.09761733416508
chr19_38847983_38853174,23.07257574562243
chr6_20400408_20405198,23.0591921627871
chr10_61896649_61905593,23.038253171162637
chr14_68779390_68799094,23.00559484207895
chr1_36223079_36225299,22.997593534877296
chr7_139339529_139342408,22.967841004742127
chr17_29614836_29618584,22.966546407492388
chr3_71060460_71068681,22.953837473928047
chr14_73752333_73763345,22.938386845291916
chr1_67427275_67431719,22.93379525197338
chr2_24971008_24973150,22.9210117257378
chrX_153966904_153973532,22.9016822781972
chr19_1247815_1254016,22.892928413823483
chr13_51818317_51827822,22.869086938480336
chr2_135529978_135532497,22.823777692354383
chr19_10717015_10719836,22.818098703650662
chr4_102824427_102829443,22.789261176949367
chr22_38704931_38707539,22.786184643664456
chr7_26196212_26203406,22.736199265859227
chr17_46189861_46195634,22.711605233344017
chr2_201257154_201264970,22.629004624442928
chr19_10565122_10569664,22.612266029016723
chr1_226061328_226065408,22.609978520432037
chr4_88282520_88285702,22.59783980639895
