,score
chr7_157851397_157852264,5.926802657362174
chr3_32371157_32372542,5.756838585995439
chr1_154439328_154442399,5.523452112271656
chr5_56154909_56157749,5.498654609705142
chr6_79671284_79673056,5.485086730699436
chr1_186288506_186290606,5.436174025247368
chr6_11731703_11732775,5.435158905483291
chr18_23942885_23943599,5.429680146406497
chr13_48892154_48892916,5.3682968686521235
chr12_3906912_3908186,5.349742241571249
chr18_13273199_13274413,5.348424288850566
chr5_35793713_35795378,5.347984107450316
chr18_13265450_13268016,5.269114262614835
chr6_56592920_56595912,5.258370356461199
chr4_40433119_40434334,5.255957688517185
chr5_59238291_59239039,5.247643109822292
chr10_6068171_6071276,5.2318991279817055
chr1_186303750_186306907,5.229744127198813
chr20_32203637_32204756,5.206202011619894
chr3_11625941_11626742,5.167912523392545
chr11_12241878_12242840,5.165983721798511
chr12_3962223_3963513,5.13194129919242
chr6_111113423_111114924,5.130762545972573
chr15_99424723_99425804,5.118055038349695
chr3_71358115_71358771,5.106017983641749
chr6_11323493_11325358,5.103184015080842
chr1_179831254_179832725,5.087691036595487
chr21_34128829_34130782,5.079993970579835
chr15_99438479_99439097,5.078199925949377
chr9_114694746_114695515,5.063767233023583
chr3_71460817_71461828,5.061776976330776
chr22_40578044_40578708,5.0530795990085835
chr10_62425892_62426651,5.04508784468797
chr3_118955688_118956612,5.044138992771366
chr4_40502293_40503437,5.040732677326702
chr5_80268746_80270923,5.037939432024018
chr3_71299119_71301878,5.035113608114756
chr7_142499664_142500897,5.025390745108211
chr6_11368464_11369312,5.0011063555953115
chr4_142555971_142557652,4.999768041245517
chr12_6745429_6746402,4.998201676649671
chr3_18417807_18419644,4.987058312354009
chr2_27901196_27902730,4.9865011441392255
chr3_56863867_56864600,4.984582338254029
chr17_59327553_59328454,4.981626940341329
chr12_62256622_62257622,4.979016579489212
chr3_187922844_187923808,4.978701899766577
chr2_20185547_20186883,4.971567184925846
chr3_56877815_56878718,4.963823842480394
chr5_80957748_80958746,4.960459360928269
chr6_144130772_144131930,4.9603745825088765
chr12_50058762_50060408,4.955708067327919
chr8_81574792_81575413,4.955187179834098
chr7_157881052_157882010,4.953210620964512
chr1_24486172_24487137,4.9428065689113225
chr2_112984858_112985661,4.9402561823122255
chr3_18409229_18413276,4.932652409579049
chr5_81016963_81019086,4.926148164817903
chr1_23421964_23423321,4.918662859745012
chr11_62640551_62641420,4.917941687863021
chr10_61882420_61883540,4.917074282462863
chrX_40589516_40590366,4.911052793417383
chr7_157626003_157626906,4.909992507857822
chr2_64133745_64135858,4.904155754320101
chr5_80151896_80154056,4.883409105312495
chr17_80785293_80785842,4.878674471226873
chr3_60078884_60082410,4.876790095005447
chr21_43949468_43949917,4.855828723363572
chr3_71430938_71433576,4.85517455975193
chr11_111538647_111541927,4.854520025928849
chr20_5592154_5594633,4.84602922658928
chr1_89602802_89605094,4.841541893744505
chr8_128030554_128031656,4.839389114230244
chr5_79736338_79737373,4.838004893662088
chr14_89726079_89726581,4.83739811711456
chr6_70607378_70607786,4.826400986337063
chr3_71056929_71058094,4.819706823108021
chr9_77725689_77726500,4.818461431829263
chr14_69117070_69117889,4.799812771043037
chr2_234372111_234373944,4.79675519477334
chr17_3639875_3640544,4.795948504049079
chr3_18414954_18417136,4.793477342697798
chr1_92577376_92578094,4.783487187032733
chr13_45055413_45056250,4.782023371005323
chr15_72196867_72201160,4.778227963338907
chr15_92625315_92626045,4.776647530708402
chr5_80033465_80033992,4.769890431534833
chr1_39680769_39681592,4.768232254502266
chr11_12133534_12134626,4.767134947798866
chr6_38057787_38058550,4.767088671369066
chr1_186308125_186309394,4.7660461559585485
chr3_169865101_169866039,4.764380204485775
chr3_18428056_18433123,4.763213668243395
chr5_56167584_56168635,4.758994738691456
chr3_143163770_143166125,4.757611998969054
chr18_8045749_8046405,4.757533143932676
chr8_127990136_127990892,4.752703735718825
chr9_129866234_129867463,4.751459825285821
chr11_128346735_128347277,4.7382221748831626
chr15_58249772_58250531,4.738032626626705
chr6_22025227_22026249,4.737501743424048
chr2_203498122_203498651,4.7360268210534855
chr14_61779869_61780650,4.732139600950347
chr6_683842_685476,4.729972383189988
chr12_95428389_95428926,4.728597788119231
chrX_19785477_19786235,4.728382695273524
chr22_38696484_38697240,4.723993098248485
chr9_20360525_20362530,4.723633622941804
chr16_48576769_48577494,4.72256260125053
chr15_50176816_50177329,4.722147224016652
chr20_32991386_32991818,4.721123219178054
chr3_71302538_71306385,4.720945147476186
chr1_46613680_46614634,4.714102529460348
chr14_68947889_68949048,4.71254356909327
chr3_71428643_71430044,4.712445463062096
chr3_48748756_48749189,4.710665486466297
chr7_157825317_157825779,4.707706016227775
chr21_36602771_36603712,4.7071592139332665
chr11_12192766_12193301,4.706099668796583
chr12_51827596_51828580,4.704309326280509
chr12_64392192_64392661,4.703983540214722
chr3_71485821_71487909,4.702652630093695
chr3_59934811_59935561,4.701799662939635
chr9_134459232_134459590,4.701364664499522
chr14_61320100_61320172,4.700527616437313
chr10_35442099_35443088,4.699449560728709
chr11_33063169_33064896,4.698538470378821
chr3_112074772_112075600,4.696859561505704
chr3_71079848_71081868,4.696246121152285
chr7_80133917_80136793,4.694514272043477
chr5_150461186_150461665,4.692002757645412
chr2_158477020_158477674,4.69049784814834
chr3_189038868_189039926,4.689029959795107
chr14_102599719_102599814,4.688818198852346
chr22_40726449_40729324,4.687838989597793
chr7_140069582_140069981,4.687259608696706
chr10_17006223_17008259,4.686145642478579
chr3_71150203_71151018,4.685719529112987
chr1_183651920_183652962,4.685009833785585
chr8_127931229_127932166,4.684528558915673
chr9_95891349_95891630,4.682619378527875
chr6_16496244_16496619,4.681337336316716
chr2_236619916_236620335,4.678849885662146
chr4_89836756_89838288,4.677620413475239
chr4_26233343_26234079,4.674985988879627
chr17_78226847_78227905,4.6722645645959915
chr16_78837056_78837507,4.671856591590881
chr19_5827555_5828916,4.668957836028255
chr3_60055973_60056867,4.667852014461772
chr12_95006123_95006673,4.660409283704297
chr5_142580127_142580798,4.660155318657559
chr16_81688070_81688690,4.659905425936643
chr4_169615577_169616217,4.659042833285184
chr6_111096127_111096777,4.656304009063945
chr17_65553241_65554084,4.655648364606549
chr3_71434623_71434804,4.655068983705462
chr1_172270497_172271083,4.653711048149432
chr12_8687846_8688260,4.652921757362776
chr3_71307926_71311404,4.651164733876158
chr3_196604449_196605029,4.648628045100281
chr17_57294927_57295894,4.648469964816087
chr6_16524202_16524764,4.648394071471216
chr15_76951328_76951426,4.647957221973911
chr6_157822136_157824824,4.646921370369284
chr15_49063775_49064647,4.646461937974237
chr13_46592965_46594109,4.645196185066368
chr6_558158_559682,4.643580212137778
chr11_118308892_118309503,4.639948437927131
chr18_13538766_13539591,4.638651587258437
chr5_40752036_40752473,4.638585319410964
chr9_20570688_20571259,4.636258540520657
chr3_71108097_71108139,4.63477103096119
chr1_66271121_66272162,4.634256066850384
chr3_71264832_71265516,4.6340816972629
chr14_89912662_89913245,4.633662988126076
chr13_73421525_73421775,4.633227249263086
chr17_65547370_65547625,4.633068058344577
chr11_14684341_14684659,4.6314246897695455
chr3_195804108_195804897,4.630163009187498
chr7_105306020_105306826,4.628298254172307
chr1_169594236_169595048,4.62643498000287
chr1_207738232_207738828,4.623933461313641
chr4_68469678_68469832,4.622966839247994
chr6_143805785_143806879,4.622212718547985
chr14_22573700_22574056,4.621158726582877
chr18_9782594_9782596,4.618913394209017
chr10_6074754_6075293,4.617555828864425
chr12_713588_713731,4.616800227318663
chr6_36050306_36050702,4.6143686785912905
chr11_128339577_128340632,4.613377252359271
chr9_134474900_134475655,4.6111541326717145
chr2_234286255_234286717,4.611011231056494
