,score
chr1_159076252_159078152,20.457830494865448
chr9_114690355_114692176,19.799235741052144
chr1_184889951_184891374,19.24857938702644
chr13_20419317_20420850,18.58596818485921
chr2_9655303_9657170,18.570622992965582
chr17_80891210_80893281,17.75732315095638
chr2_46239001_46240455,17.69479082244061
chr7_130863402_130886600,17.666743422842046
chr10_22246026_22247849,17.66517374951036
chr1_53412874_53414150,17.65936689251248
chr17_30363308_30364577,17.63613362496244
chr12_121213980_121215606,17.291264481291364
chr6_16697766_16701484,17.24499065162263
chr3_66472060_66474142,17.161259557747144
chr9_114696666_114698531,16.938180246686443
chr11_12174074_12176807,16.879249757869275
chr2_102366452_102369142,16.733988403721014
chr12_22408984_22411010,16.630816251602027
chr2_37585064_37589744,16.562109173901263
chr22_39089978_39092867,16.521968048596136
chr1_28199130_28200577,16.474525139310572
chr4_38130880_38133049,16.40498884429917
chr7_139680462_139683760,16.398722998001176
chr7_34991820_34992873,16.380949717672593
chr10_61937480_61945192,16.326675692823756
chr14_64755526_64756550,16.31692246217426
chr7_157411479_157412593,16.303663160585984
chr12_22332768_22336304,16.19225255929905
chr3_45963953_45966157,16.162516359374877
chr4_6198085_6202083,16.04067864238459
chr3_45942851_45944046,16.012500436675055
chr7_6220998_6222348,16.007792584591698
chr6_16668938_16671153,15.973540070103809
chr18_13610670_13617211,15.945243905312054
chr2_136362399_136363519,15.850008881141093
chr10_6082593_6084511,15.814712253588823
chr10_6071839_6073292,15.803209491205052
chr11_48004126_48009532,15.797816074950788
chr3_114217325_114223937,15.756894784626638
chr2_64211440_64215476,15.752787239159716
chr4_38128346_38129877,15.736115299569065
chr4_6180505_6181627,15.708804852256435
chr7_130892522_130907063,15.706622025279557
chr2_190721881_190723423,15.690156806060713
chr4_7876013_7877357,15.665496350407011
chr5_35784258_35786465,15.64243826961274
chr10_62043157_62051971,15.626495106926086
chr10_12121725_12123433,15.58593470131882
chr3_15309493_15311411,15.57565357457861
chr3_32992299_32993702,15.509792697703233
chr14_61387373_61391555,15.455494146708588
chr3_46293004_46294774,15.423223578384295
chr11_121460944_121468744,15.392639474562202
chr7_130924037_130962114,15.384793443727176
chr6_16657472_16660508,15.368290851333768
chr14_24672871_24675039,15.365723781405904
chr7_130969620_130971811,15.361924564629135
chr10_33263927_33264770,15.353332238214534
chr8_37889997_37892532,15.301548201121022
chr13_48883863_48885324,15.29264988183968
chr16_78778040_78778962,15.267074951320865
chr6_111803080_111806769,15.26360041399812
chr3_112676096_112677921,15.198297798917793
chr1_66349131_66352629,15.168318673358954
chr1_21292450_21295510,15.120770652019928
chr3_45950358_45951665,15.037726290227056
chr10_113960444_113962367,15.035527112486307
chr14_91241127_91248463,15.020145715329818
chr3_15360556_15363123,14.982899843141695
chr2_161165554_161167664,14.976283623332165
chr21_34807187_34809093,14.932578031502999
chr6_110944333_110945380,14.916453842502051
chr4_2411928_2414462,14.878154513955906
chr10_11234553_11238218,14.877244710737614
chr1_154431335_154433668,14.861218626319896
chr6_118843560_118845564,14.84622964749633
chr2_203578940_203579762,14.839830659263953
chr11_3049445_3050448,14.837248406483923
chr1_236533851_236534863,14.82770306411794
chr7_151795151_151798057,14.793445877983231
chr5_142783226_142784838,14.777668558758705
chr3_188788070_188789500,14.774720749614971
chr12_110577274_110579881,14.76875388871349
chr15_60649219_60650664,14.731512688172188
chr6_41531278_41533833,14.707930215022316
chr2_162056855_162060083,14.66990417781517
chr20_32203637_32204756,14.667694488869074
chr7_130908253_130922990,14.641971233563709
chr5_35810348_35811995,14.635064203739603
chr10_6269752_6271773,14.631436669983486
chr11_108241150_108243153,14.6301636462249
chr3_71086801_71088523,14.624975782430738
chr16_87895280_87898241,14.588278828744023
chr14_91226317_91232938,14.558427005561043
chr3_45991449_45996480,14.538746525417992
chr7_24907013_24909705,14.521093539995036
chr17_65228621_65229911,14.44683421004811
chr6_16419919_16421934,14.417810436264062
chr1_235998576_236000469,14.414686272452855
chr6_16412914_16414781,14.378623494822023
chr1_235887290_235889088,14.367299422929136
chr1_100443671_100446450,14.367144090672355
chr16_78742042_78743997,14.354257352918012
chr7_131007036_131013737,14.341168566438682
chr19_6661272_6664378,14.3371159128219
chr15_64881972_64884711,14.333344725926054
chr3_20103488_20105875,14.32444173499789
chr2_160223763_160224948,14.305332363678644
chr19_6668486_6670831,14.289594753452093
