,score
chr7_151795151_151798057,12.520668383449447
chr7_20219351_20221584,11.874753839518803
chr16_19130518_19132783,11.646681843102442
chr15_64881972_64884711,11.494545391520319
chr7_139680462_139683760,11.463686340730533
chr1_154431335_154433668,11.396302806083668
chr7_112080340_112082215,11.2516989545652
chr7_5420065_5425996,11.250501760717157
chr12_9117938_9118772,11.215215632457102
chr12_104669692_104673040,11.107199321092025
chr20_47316674_47319711,11.082571458472557
chr12_121213980_121215606,10.947532896791927
chr1_27862862_27864759,10.902317153426452
chr5_17118499_17119232,10.900619888117376
chr7_75617443_75618627,10.860769184629817
chr19_18172838_18174818,10.824780679291393
chr3_119637638_119640091,10.740326403981726
chr1_66395210_66397773,10.721851784944079
chr3_45166838_45168187,10.715065351053454
chr9_127838320_127839160,10.700963511008695
chr2_236871322_236872327,10.66212871451728
chr11_47392987_47395728,10.476872819078949
chr6_31558354_31560911,10.277997639419027
chr5_80125103_80127569,10.168305081510312
chr19_13850141_13851861,10.163102937064536
chr19_13845890_13848478,10.121317631374836
chr7_20199203_20201884,9.995431866260333
chr15_58331408_58333548,9.937059251512892
chr1_160574761_160581099,9.844689659452229
chr1_9162771_9164459,9.837672894923685
chr18_13576973_13580357,9.836480955767001
chr19_13835599_13843458,9.832348141012858
chr8_37895680_37901188,9.80065009116936
chr20_832946_837291,9.762236545768587
chr12_108729778_108732783,9.715531973184625
chr6_16711484_16714510,9.679047775294634
chr4_140789637_140791420,9.667616194242328
chr3_188946656_188949450,9.620174213304267
chr11_36387485_36391681,9.619914981863872
chr7_6373143_6376450,9.576054948869114
chr19_1101261_1107697,9.569503224525874
chr11_48004126_48009532,9.552407086188168
chr11_72735651_72742576,9.54859568338884
chr3_46207937_46210059,9.5308313234666
chr6_144149502_144153689,9.523573718917419
chr1_212485762_212486600,9.504155882780765
chr15_89821021_89822432,9.468272471269529
chr6_336232_342657,9.42816954259672
chr6_52352171_52353047,9.287356950894036
chr7_130892522_130907063,9.28233872064584
chr1_111505325_111509008,9.241647266540781
chr10_14601455_14606130,9.232844782731945
chr2_69945374_69947932,9.221258188284537
chr8_22547720_22554457,9.198517635644976
chr4_89324305_89325272,9.19595509782539
chr11_10302342_10308634,9.170855188765472
chr6_16683656_16685720,9.13972026667932
chr1_12143117_12144329,9.137264574250707
chr6_159038229_159040888,9.130565718549406
chr10_31707016_31708299,9.117083056303159
chr7_47480520_47483025,9.108064254366695
chr12_10211960_10214865,9.095928544672233
chr17_80891210_80893281,9.091357838971476
chr4_3387322_3389481,9.090447901584412
chr16_53090613_53092307,9.088807562098395
chr15_72226291_72232779,9.074805561189464
chr3_188788070_188789500,9.068745150488326
chr16_84599191_84602215,9.04994824371397
chr15_63490170_63491843,9.02742488498393
chr15_58521279_58522054,9.0196820972659
chr11_121416948_121419296,9.00807886296252
chr6_110944333_110945380,8.99970376071758
chr5_10630659_10636719,8.973217488920682
chr4_40576468_40577695,8.95006181566373
chr4_39635763_39640368,8.944947249407278
chr18_13566632_13570437,8.924771861932982
chr16_84602742_84603742,8.924661513414435
chr11_72807227_72808716,8.918408430696786
chr14_68950971_68951606,8.90940802018008
chr15_58748111_58750691,8.908849271332201
chr11_47376500_47379053,8.901631076968215
chr8_37735791_37738435,8.901384106474325
chr6_14116976_14126663,8.885907288857197
chr17_8857689_8859982,8.86629065023078
chr6_158057185_158058828,8.855150704548919
chr2_203533388_203536412,8.832175442361972
chr19_50328591_50331916,8.831364468328843
chr12_108689218_108692694,8.82603796285423
chr19_1258431_1263604,8.810000644825436
chr1_66369407_66376594,8.804943004392044
chr7_130908253_130922990,8.804273031243724
chr21_34834943_34837035,8.795001128340118
chr15_44734748_44736739,8.792723219635832
chr3_15795715_15798459,8.789032674737769
chr2_112690605_112693467,8.781383595682314
chr7_87151644_87154864,8.781286383892166
chr19_39397376_39399072,8.758459128845175
chr1_154402950_154408876,8.752463526004135
chr16_53098407_53100520,8.752347047012336
chr3_15289841_15296281,8.740004652791072
chr20_1324501_1327752,8.726001776100247
chr22_50303723_50304973,8.710634431219773
chr4_26318604_26322931,8.708016719140915
chr1_235971318_235972709,8.707803028358967
chr22_40651555_40652510,8.691217470865013
chr4_26287842_26289055,8.665677043512801
chr11_35232989_35237126,8.659895131453709
chr14_73752333_73763345,8.659684068017441
chr2_69933489_69934804,8.656106498983604
chr9_79868613_79869251,8.65528589134965
chr5_142797438_142801612,8.646782924948297
chr21_38831209_38832169,8.640335418650352
chr19_6661272_6664378,8.607105626275597
chr19_45514521_45516379,8.580748970198897
chr7_151038910_151040024,8.578549881865001
chr3_45133716_45134382,8.571427147727377
chr15_45447899_45448852,8.57076330505231
chr1_89738877_89740376,8.567720838755235
chr14_68598562_68599526,8.559907112703854
chr22_38753602_38757458,8.556389096838757
chr14_68732962_68735066,8.530988794589462
chr2_20185547_20186883,8.523809134628777
chr7_106717580_106719004,8.512896016457262
chr14_68977062_68980541,8.50661228137335
chr17_47894914_47897086,8.495276160547405
chr16_48611381_48613989,8.491162612994913
chr3_183380192_183382987,8.480778467086907
chr21_34807187_34809093,8.46490579605404
chr3_5025321_5027385,8.444506208415078
chr10_31751245_31751856,8.44077625333182
chr5_35878745_35885282,8.43424642353591
chr15_64840899_64846241,8.427268193410669
chr17_62170292_62171888,8.415364565917912
chr12_609895_611088,8.41293602272799
chr2_239273476_239275860,8.405997202787944
chr22_37674697_37677870,8.389135773997623
chr2_69913796_69916060,8.379302494900458
chr12_6335134_6342390,8.378471377883784
chr19_18477159_18480360,8.371380171894316
chr5_80399358_80400671,8.36458235283908
chr21_35932048_35933832,8.363385158991036
chr16_50272146_50279792,8.360483693578772
chr8_102978275_102980195,8.353014149811429
chr7_112084298_112085067,8.346753185056741
chr16_48622818_48624174,8.346411630118382
chr2_70140634_70143925,8.344237063677497
chr7_101856068_101857785,8.343472506084709
chr15_77002384_77004636,8.336271827358587
chr20_32155001_32155750,8.314114545459915
chr7_116630187_116631572,8.313552293484463
chr1_27630789_27637494,8.309568361652168
chr14_91376843_91379494,8.297407254282803
chr1_27883811_27888519,8.284126021871998
chr11_612056_616692,8.282845628744099
chr10_6274611_6276054,8.26300041104355
chr11_72812598_72816317,8.25497824890158
