cellid	pop
cell_2	1
cell_5	1
cell_10	1
cell_11	1
cell_15	1
cell_18	1
cell_19	1
cell_21	1
cell_22	1
cell_23	1
cell_25	1
cell_26	1
cell_28	1
cell_31	1
cell_32	1
cell_33	1
cell_34	1
cell_35	1
cell_37	1
cell_38	1
cell_40	1
cell_41	1
cell_43	1
cell_45	1
cell_48	1
cell_50	1
cell_54	1
cell_58	1
cell_61	1
cell_62	1
cell_63	1
cell_66	1
cell_68	1
cell_69	1
cell_72	1
cell_75	1
cell_79	1
cell_80	1
cell_82	1
cell_84	1
cell_86	1
cell_87	1
cell_88	1
cell_90	1
cell_92	1
cell_94	1
cell_96	1
cell_98	1
cell_101	1
cell_104	1
cell_105	1
cell_106	1
cell_108	1
cell_110	1
cell_112	1
cell_117	1
cell_118	1
cell_119	1
cell_123	1
cell_124	1
cell_127	1
cell_128	1
cell_130	1
cell_132	1
cell_133	1
cell_138	1
cell_139	1
cell_140	1
cell_141	1
cell_144	1
cell_146	1
cell_150	1
cell_152	1
cell_154	1
cell_155	1
cell_157	1
cell_158	1
cell_160	1
cell_162	1
cell_163	1
cell_164	1
cell_165	1
cell_166	1
cell_168	1
cell_169	1
cell_170	1
cell_171	1
cell_172	1
cell_173	1
cell_175	1
cell_178	1
cell_179	1
cell_180	1
cell_184	1
cell_186	1
cell_188	1
cell_189	1
cell_191	1
cell_192	1
cell_193	1
cell_194	1
cell_195	1
cell_199	1
cell_200	1
cell_202	1
cell_203	1
cell_204	1
cell_205	1
cell_209	1
cell_210	1
cell_211	1
cell_212	1
cell_213	1
cell_214	1
cell_216	1
cell_218	1
cell_219	1
cell_220	1
cell_221	1
cell_222	1
cell_223	1
cell_224	1
cell_225	1
cell_228	1
cell_229	1
cell_230	1
cell_233	1
cell_240	1
cell_241	1
cell_244	1
cell_245	1
cell_246	1
cell_248	1
cell_249	1
cell_253	1
cell_254	1
cell_256	1
cell_257	1
cell_259	1
cell_260	1
cell_262	1
cell_264	1
cell_267	1
cell_269	1
cell_270	1
cell_272	1
cell_273	1
cell_275	1
cell_276	1
cell_277	1
cell_279	1
cell_280	1
cell_281	1
cell_284	1
cell_285	1
cell_286	1
cell_287	1
cell_290	1
cell_292	1
cell_293	1
cell_295	1
cell_297	1
cell_298	1
cell_300	1
cell_301	1
cell_303	1
cell_304	1
cell_306	1
cell_308	1
cell_309	1
cell_310	1
cell_311	1
cell_312	1
cell_313	1
cell_315	1
cell_316	1
cell_318	1
cell_320	1
cell_325	1
cell_330	1
cell_331	1
cell_334	1
cell_336	1
cell_337	1
cell_338	1
cell_339	1
cell_340	1
cell_346	1
cell_348	1
cell_351	1
cell_352	1
cell_356	1
cell_358	1
cell_360	1
cell_362	1
cell_364	1
cell_365	1
cell_366	1
cell_367	1
cell_368	1
cell_370	1
cell_371	1
cell_373	1
cell_377	1
cell_380	1
cell_381	1
cell_383	1
cell_384	1
cell_386	1
cell_391	1
cell_392	1
cell_395	1
cell_396	1
cell_397	1
cell_398	1
cell_400	1
cell_403	1
cell_405	1
cell_406	1
cell_407	1
cell_409	1
cell_410	1
cell_412	1
cell_417	1
cell_418	1
cell_419	1
cell_423	1
cell_424	1
cell_425	1
cell_427	1
cell_428	1
cell_432	1
cell_435	1
cell_436	1
cell_437	1
cell_438	1
cell_439	1
cell_443	1
cell_444	1
cell_445	1
cell_446	1
cell_448	1
cell_451	1
cell_452	1
cell_453	1
cell_454	1
cell_458	1
cell_461	1
cell_463	1
cell_465	1
cell_466	1
cell_468	1
cell_469	1
cell_470	1
cell_471	1
cell_472	1
cell_474	1
cell_476	1
cell_478	1
cell_481	1
cell_485	1
cell_486	1
cell_488	1
cell_489	1
cell_491	1
cell_492	1
cell_500	1
cell_502	1
cell_506	1
cell_514	1
cell_515	1
cell_518	1
cell_519	1
cell_520	1
cell_523	1
cell_527	1
cell_528	1
cell_529	1
cell_530	1
cell_533	1
cell_534	1
cell_535	1
cell_538	1
cell_540	1
cell_541	1
cell_546	1
cell_547	1
cell_548	1
cell_549	1
cell_550	1
cell_551	1
cell_555	1
cell_559	1
cell_562	1
cell_564	1
cell_565	1
cell_568	1
cell_569	1
cell_570	1
cell_571	1
cell_573	1
cell_574	1
cell_575	1
cell_577	1
cell_578	1
cell_579	1
cell_581	1
cell_583	1
cell_585	1
cell_588	1
cell_589	1
cell_590	1
cell_593	1
cell_594	1
cell_595	1
cell_597	1
cell_598	1
cell_600	1
cell_601	1
cell_603	1
cell_604	1
cell_607	1
cell_608	1
cell_609	1
cell_613	1
cell_615	1
cell_616	1
cell_617	1
cell_618	1
cell_619	1
cell_620	1
cell_622	1
cell_623	1
cell_625	1
cell_626	1
cell_627	1
cell_629	1
cell_636	1
cell_640	1
cell_641	1
cell_642	1
cell_643	1
cell_644	1
cell_647	1
cell_649	1
cell_652	1
cell_653	1
cell_654	1
cell_655	1
cell_656	1
cell_659	1
cell_660	1
cell_663	1
cell_664	1
cell_665	1
cell_666	1
cell_667	1
cell_671	1
cell_674	1
cell_675	1
cell_678	1
cell_679	1
cell_680	1
cell_682	1
cell_683	1
cell_684	1
cell_686	1
cell_688	1
cell_691	1
cell_697	1
cell_699	1
cell_700	1
cell_703	1
cell_704	1
cell_705	1
