cellid	pop
cell_1	1
cell_2	1
cell_3	1
cell_5	1
cell_7	1
cell_9	1
cell_11	1
cell_12	1
cell_13	1
cell_15	1
cell_17	1
cell_24	1
cell_25	1
cell_28	1
cell_30	1
cell_32	1
cell_33	1
cell_34	1
cell_35	1
cell_36	1
cell_37	1
cell_39	1
cell_40	1
cell_44	1
cell_46	1
cell_48	1
cell_51	1
cell_52	1
cell_54	1
cell_56	1
cell_57	1
cell_58	1
cell_59	1
cell_62	1
cell_63	1
cell_65	1
cell_66	1
cell_69	1
cell_71	1
cell_73	1
cell_74	1
cell_75	1
cell_77	1
cell_80	1
cell_81	1
cell_84	1
cell_85	1
cell_86	1
cell_88	1
cell_90	1
cell_93	1
cell_102	1
cell_103	1
cell_104	1
cell_105	1
cell_108	1
cell_111	1
cell_113	1
cell_117	1
cell_121	1
cell_131	1
cell_132	1
cell_133	1
cell_135	1
cell_139	1
cell_142	1
cell_145	1
cell_148	1
cell_150	1
cell_151	1
cell_158	1
cell_159	1
cell_160	1
cell_161	1
cell_162	1
cell_163	1
cell_167	1
cell_168	1
cell_169	1
cell_175	1
cell_177	1
cell_178	1
cell_179	1
cell_182	1
cell_188	1
cell_191	1
cell_194	1
cell_197	1
cell_200	1
cell_203	1
cell_204	1
cell_205	1
cell_206	1
cell_207	1
cell_208	1
cell_210	1
cell_211	1
cell_212	1
cell_214	1
cell_215	1
cell_216	1
cell_217	1
cell_220	1
cell_222	1
cell_224	1
cell_225	1
cell_226	1
cell_227	1
cell_228	1
cell_230	1
cell_231	1
cell_232	1
cell_234	1
cell_235	1
cell_237	1
cell_238	1
cell_239	1
cell_241	1
cell_243	1
cell_245	1
cell_246	1
cell_247	1
cell_248	1
cell_249	1
cell_250	1
cell_253	1
cell_255	1
cell_256	1
cell_260	1
cell_261	1
cell_265	1
cell_268	1
cell_269	1
cell_270	1
cell_271	1
cell_273	1
cell_274	1
cell_277	1
cell_279	1
cell_280	1
cell_281	1
cell_282	1
cell_284	1
cell_287	1
cell_290	1
cell_291	1
cell_293	1
cell_300	1
cell_314	1
cell_315	1
cell_316	1
cell_317	1
cell_318	1
cell_319	1
cell_320	1
cell_321	1
cell_324	1
cell_329	1
cell_330	1
cell_332	1
cell_333	1
cell_334	1
cell_336	1
cell_338	1
cell_339	1
cell_343	1
cell_344	1
cell_346	1
cell_350	1
cell_351	1
cell_359	1
cell_360	1
cell_366	1
cell_372	1
cell_373	1
cell_375	1
cell_380	1
cell_381	1
cell_384	1
cell_385	1
cell_388	1
cell_389	1
cell_390	1
cell_391	1
cell_393	1
cell_394	1
cell_396	1
cell_397	1
cell_399	1
cell_400	1
cell_406	1
cell_408	1
cell_410	1
cell_411	1
cell_413	1
cell_415	1
cell_416	1
cell_420	1
cell_421	1
cell_422	1
cell_424	1
cell_425	1
cell_426	1
cell_427	1
cell_432	1
cell_435	1
cell_440	1
cell_441	1
