,score
INS,1.5130469977124221
ADCYAP1,1.4847338391186895
PCSK1,1.4845732813055292
SYT13,1.4777062539305916
SORL1,1.4755968877927899
MAFA,1.4356013306560271
NPTX2,1.4139298126202675
HADH,1.3795209100333068
IAPP,1.3696547838842434
ABCC8,1.3625120817735024
PDX1,1.3569410285961112
UCHL1,1.3504048109041378
SCD5,1.296555104722927
GAD2,1.2747481517073993
CASR,1.2674536770223312
ATP2A3,1.2144780052441888
BMP5,1.2092448808226095
CADM1,1.1882002956063502
ELMO1,1.1796461237013318
PLCXD3,1.1750000198504154
PFKFB2,1.1690979297856074
G6PC2,1.1664843212327014
PRUNE2,1.1556476533970113
SYT7,1.1503037289373879
SAMD11,1.1449255723402416
CDKN1C,1.1396401151597502
FFAR4,1.1372252098187232
HDAC9,1.1332709154546592
PIPOX,1.1325569112264589
C1orf127,1.125330778735929
BHLHE41,1.1194626231688858
ENTPD3,1.1139956243312668
SCGN,1.1053694286147788
TGFBR3,1.1039367530715936
SLC6A17,1.0893148590558326
INSM1,1.0876821678595547
ELAVL4,1.0843368852345066
DHRS2,1.074142524386275
SUSD4,1.0719000921740758
DLK1,1.067215817975125
RASD1,1.064674006029236
TAGLN3,1.0631294701605611
STX1A,1.0605454739213087
RBP4,1.054297427210031
FXYD2,1.0517996929279434
C1QL1,1.0466707796152832
MEIS2,1.0401250950711187
C14orf132,1.0376984757826904
MEG3,1.0297665411384855
MLXIPL,1.0275386500112518
PLCB4,1.0245868854980813
ENO2,1.018358832778631
MAP1B,1.0061038032802685
SCG3,1.0028714412681552
VAT1L,1.0022676833028186
MAPT,0.9939811582429456
KCNK16,0.9938960323080437
ALCAM,0.979657280734159
KIF5C,0.9795116426800519
PCP4,0.9789245463745715
RAP1GAP2,0.9770346597379671
SLC30A8,0.9718191815288719
PCLO,0.9671414205242286
TMOD1,0.9600101543709343
PKIB,0.9594788746259724
STXBP1,0.9581276897464477
CYYR1,0.9578397459702046
FAM222A,0.9542716515119878
GNAS,0.9489980846978483
CYP2U1,0.9485866931690339
CADPS,0.9468969736551571
RASGRF1,0.9448682650980231
MXRA7,0.9410806154037914
SLC2A13,0.9240029441948536
DPP6,0.9236992475765646
DUSP26,0.9235966268988136
VWDE,0.9213801717290266
PLEKHA6,0.9171475042469979
TSPAN1,0.9164963362858884
EEF1A2,0.9164564997718685
EFNA5,0.9156287182162828
PARVB,0.9129459637749733
CAPN13,0.9100956839172909
RGS16,0.9096661917670872
