,score
SRP14,1.5819094207642763
UBB,1.5368235598297417
COX7A2,1.5346413380879795
YWHAE,1.5151254441267952
COX6A1,1.5046289701703728
ATP6V1G1,1.5033493101986153
SKP1,1.496064011514676
PARK7,1.4837301068034634
COX6C,1.4828321182803705
TMBIM6,1.4732087990092282
ARF1,1.4726269907506975
MYL6,1.4536360805278719
DSTN,1.4234556325045702
PSMB1,1.4166349780253853
NDUFB8,1.4156601314907533
TUBA1B,1.40784042216508
CD63,1.4069342980771467
HNRNPC,1.4047494059578867
CALM2,1.4018854351635
YWHAQ,1.3986752760725665
NDUFB2,1.398079959300091
NDUFA1,1.3928671116469076
DAD1,1.3878010678331236
LAPTM4A,1.3674604931758978
CALM1,1.362748376240745
SAP18,1.3576747102668207
SOD1,1.3547601705448074
NDUFC2,1.353268660399678
RPS14,1.3500922977895584
TPI1,1.346023357450207
NDUFB9,1.3453928977917968
PSMB5,1.3449119153016085
RPL6,1.3437909386378806
RPL19,1.3412564942893255
HSPE1,1.3408955809575076
RPL31,1.3387284854444204
RPS27A,1.336612920877883
HSBP1,1.3350232958119577
PDIA3,1.3339384790974833
SLIRP,1.3305303418432999
RPL34,1.330011095211347
RPS25,1.3289179176580035
DBI,1.3233125445730565
MINOS1,1.3167432491724043
RPL23A,1.3158835915765223
SET,1.3133812389340278
NEDD8,1.3080946178186252
SEC62,1.3080488043891165
RPL24,1.3057952960548107
RPL37A,1.3057754174990919
RPS11,1.3051531758017347
ATP6V0E1,1.30490213040585
CANX,1.3044403223508851
H2AFZ,1.3036167153634324
RAB7A,1.2918744855249003
ATRAID,1.2863052110210589
BRK1,1.2841430162637408
SPCS1,1.2839404709944375
NDUFB6,1.2788114691261399
RPS3,1.2783595999054
HSPA8,1.2781991961087442
TMED2,1.2749748036872859
HMGB1,1.273063597616634
TMEM59,1.2719232883555378
RPL3,1.270881544664121
COX7B,1.2691980377577607
CSDE1,1.264834780628803
ARF4,1.2634189163091705
PSMB6,1.262620433503514
EID1,1.2621139029079345
PSMD8,1.2614465564990383
TBCA,1.2610381348035133
RPL5,1.2599350389778863
RBX1,1.2594798673666787
HSP90B1,1.2577380112288665
SUMO2,1.2576174050489755
CNPY2,1.257543824261603
PSAP,1.257096618830218
RPS6,1.2516584092392407
RPL38,1.2486803441724135
NDUFB3,1.2414273116836085
RPL41,1.2371695163216714
ATP6V1E1,1.2279291758540154
RPL15,1.2274190132359877
C11orf58,1.2236532264043944
REEP5,1.2232008763569695
RPL32,1.2211129347149665
RPL8,1.220018470060893
PAFAH1B2,1.2198768438799448
PSMA2,1.2171023987896348
TXN,1.2158852701726275
MRPL51,1.212220571750251
RPS27,1.2120494573967164
COX4I1,1.2112128419222188
RPS15,1.2106187734297293
RPL27A,1.2064545735346144
CNBP,1.2059278967517457
TM9SF2,1.204375995207748
RPS18,1.1960373522707926
RPL35A,1.1952726714259825
VAPA,1.1921285455740005
RPL4,1.191487236673467
ATP6V1F,1.1906955722930164
RPL11,1.1883808190616207
COX7C,1.1869622195403764
RPL30,1.1862928556551822
COX8A,1.1856716208928617
UQCRH,1.1854569686706782
RPS20,1.1850053258916091
RPS24,1.1765436396702285
AP2M1,1.1740005430571685
RPL36,1.1735913881235973
CCT3,1.1713221366614661
IER3IP1,1.1696461186866287
RPS8,1.1695298702644976
RPS4X,1.1648284488258014
RPLP1,1.164761162059861
GABARAPL2,1.156477213686344
HSPD1,1.1499948964827738
RPL7A,1.148772868297442
RPS29,1.1452051680850843
TOMM7,1.1439463835711479
TPM3,1.1429661940633906
NONO,1.1424467106385805
SSR4,1.1369613594150536
FAU,1.1298627128667391
PSMC2,1.129415113840544
RPS23,1.1290893798447996
DDOST,1.1239969835661654
EIF5A,1.1108838068953304
SNRPD2,1.1088099637541688
RPL13,1.1080105311896489
RPL35,1.1067036949151259
RPL18,1.1040058602794574
RPL14,1.0930831659567275
UQCRQ,1.0881316179428353
ROMO1,1.0842722464039412
RPS13,1.0805141982947362
RPL23,1.0766242223607065
RPL26,1.0760626889144476
RPL13A,1.0742611054204332
RPL36AL,1.0696821015622788
PFDN5,1.0695348715398865
HSP90AB1,1.0690029414104174
TMEM258,1.064251108526463
RPS7,1.0564511350914927
RPS21,1.0531325603759853
RPL37,1.0462614446344958
SERF2,1.0395161787421614
GABARAP,1.038397330679814
TMA7,1.03609177574441
NDUFS5,1.0163284870465077
RPLP2,1.0149909748712531
GUK1,1.0134470260400263
EEF1A1,1.0119187369343479
RPS9,1.0098018852670805
RPS10,1.008728085730283
RPL18A,1.0086054536329527
NDUFA11,0.9991350379672355
GAPDH,0.9951959376886776
RPS28,0.9832138164539685
RPS3A,0.9775389178298184
UBA52,0.9762159212905743
RPL12,0.9735888056894595
RPL27,0.9672546969747629
NDUFB11,0.9635517081745633
PRDX5,0.9575463106851885
PEBP1,0.9554509106967544
POLR2L,0.9548812971181349
NDUFA13,0.9543297744553314
PHPT1,0.9531285519462642
RPL10A,0.9526916527540266
RPLP0,0.947350470746926
EEF1B2,0.9454225368645837
COA3,0.9434859508051119
CYCS,0.9400288606227747
HINT1,0.9337279396318365
RPS5,0.9333940800035947
HDLBP,0.9313418693952116
UBL5,0.9309538800307138
RPL17,0.9303207694827478
SEC61B,0.9296426104092319
TMED10,0.9280486791663236
OAZ1,0.9279806773444221
RPS12,0.9273499979867239
RPL7,0.9250829845676236
LAMP2,0.9250639373756826
DDX5,0.9234987270772876
NACA,0.9222630183737976
ATP6AP2,0.922195855573932
RPL22,0.918908118815466
RPL9,0.917841112310299
TPT1,0.9175286328552943
RPS19,0.9171554451491915
RPS15A,0.9149201087091683
RPS16,0.9072211726815027
UQCR11,0.9068868840196842
COX5B,0.9065759061821979
ALDOA,0.9014119150422601
PRKAR1A,0.9005836538923973
UQCRB,0.8986726071608473
EIF4B,0.8941868466000216
RHOA,0.8923568935139343
SPCS2,0.8890024048595961
RPL29,0.8861367465898553
MRPL33,0.8860688162735499
COX7A2L,0.884482178601445
GPX4,0.8830088772991758
NDUFB4,0.8802940243316328
ARPC5,0.8782055189386
EIF1,0.8780719879324863
NDUFB7,0.876297505059398
CTSB,0.8762386915580862
P4HB,0.8750455850826881
TRMT112,0.8733973810923317
EDF1,0.8723928704781656
MORF4L1,0.8677276010760977
COMMD6,0.867113540811701
TSTD1,0.8660331627600613
UBC,0.8623441890566994
DYNLL1,0.8619647803637349
RPL10,0.8618304213486425
RPL28,0.8617190156299017
RAN,0.8562249790576999
B2M,0.8532058772967872
ATP6V0B,0.8507981804526707
RPSA,0.8479037769332933
PET100,0.8469481761468671
WDR83OS,0.8458399824183402
GHITM,0.8438361527170883
EIF4A2,0.8432042861456921
CD164,0.8420913791682807
SLC25A5,0.8420209940069014
FKBP2,0.8415643052988884
MDH2,0.837695137493327
EEF1G,0.8376522341356605
C6orf62,0.8370592617919215
SEC61G,0.8291369187171966
CHMP2A,0.8291033110870245
SUB1,0.8287246856178712
COX17,0.8275981182888899
NPC2,0.8262391487899947
ASAH1,0.8237296745201377
EIF3H,0.8220192516803166
FTL,0.8218793152287276
PRDX2,0.820856427676361
DAP,0.820147878724498
CSTB,0.8191553095448825
ARPC2,0.8183122227118957
BNIP3,0.8157542173714631
H3F3B,0.8146955282259825
RPL39,0.8118431472865808
ARPC3,0.8085914805209313
HNRNPA2B1,0.806129946006152
OST4,0.8051485788618891
COX6B1,0.8042757815557593
COPZ1,0.8027266843216125
PLP2,0.8022658307546777
HIST1H4C,0.802216992432534
SNRPG,0.7991158862791394
POMP,0.7954406780461625
CCT2,0.7906528004233451
NUCB2,0.7884377210507694
PRDX4,0.7877251677855241
RABAC1,0.7870161182944884
NPTN,0.7865402959941861
BTF3,0.7846806025143138
UXT,0.7828002913589813
NDUFA2,0.7817140498484605
FKBP1A,0.780887232290894
OCIAD2,0.7792244395086669
SLC25A39,0.7791681646045276
