,score
SPARC,1.7561766319608267
COL4A1,1.7535062870981193
PXDN,1.7464999989462342
COL6A2,1.6855274238799893
IGFBP4,1.6772795241355851
BGN,1.6687033533482065
SERPINE1,1.6299547997230661
PDGFRB,1.6176564878483077
COL18A1,1.6049519674947703
LGALS1,1.5986981167991559
COL1A2,1.5911608125235972
COL15A1,1.5749487484001605
ENG,1.5710919228039018
TIMP3,1.5638282974503852
COL3A1,1.5630916629764897
MMP2,1.5572481510845932
COL1A1,1.5561656467918965
COL5A1,1.5436128709850294
COL6A1,1.5383361115064957
EMP1,1.5374116370375503
FSTL1,1.5349549915955976
AEBP1,1.529240776832225
ITGA5,1.5253873632435244
CYGB,1.515419632110408
MMP14,1.51227358156234
COL5A2,1.5109147046574236
NID1,1.508691153205504
SERPINH1,1.5084566225807094
NOTCH3,1.501722576716105
MFGE8,1.487809756738578
CRISPLD2,1.4855360128596828
ITGA1,1.4790038141790518
COL6A3,1.4777414611721653
CALD1,1.4754159984418607
LAMA4,1.4744423192323381
CTHRC1,1.4604866695809875
CRLF1,1.456733910215256
SFRP2,1.4497324707056904
COL5A3,1.448431059191229
LOXL2,1.4458661274041376
THBS2,1.444330095475209
TBX3,1.4428740661445545
PRRX1,1.4349409689922368
SPHK1,1.4277490855871164
VCAN,1.4259436846404299
C11orf96,1.4176483759489003
UNC5B,1.4143750036451053
HTRA3,1.4127789024252166
TGFB1I1,1.3979396326059472
FBN1,1.3965834493912084
RAB34,1.3953966094989667
THY1,1.3906500580370533
CDH11,1.3882430662840406
LUM,1.3823032100734594
TGFBI,1.3822658575696636
TPM2,1.3770173818379945
WNT5A,1.3757244105527562
PLAT,1.3746452284779451
BASP1,1.3696519349957654
FMOD,1.3664726622688406
SNAI1,1.3615959157816775
LAMC3,1.3543568927984495
FLNA,1.3508134331595159
RUNX1,1.3494001437130123
FKBP10,1.3467635597671972
F2R,1.3456516044618922
FN1,1.345553823508446
ADAMTS4,1.3436148155289516
MXRA8,1.3403435981772986
DCN,1.34030579672514
EDNRA,1.3370300898898577
SPON2,1.3335149139977887
CAV1,1.3154211277059673
CD248,1.3142065428048966
PPP1R18,1.305284861357407
CYBRD1,1.3040930830331732
PMP22,1.301559757210832
SNAI2,1.2996751617729245
PLEKHO1,1.2964675155094625
MYL9,1.2918428086332483
RAB31,1.290826120170557
LRP1,1.2863171521823062
RBMS1,1.283399077612934
IFITM1,1.2833521176141716
LTBP1,1.2816273477934672
ZEB2,1.2770426871112264
ITPRIP,1.2731672750527423
HTRA1,1.2672176317678492
THBS1,1.2612134861516964
NRP1,1.2595662946081063
PHLDB1,1.2550858797357378
GYPC,1.2499543101577757
DAB2,1.2496760519624317
PTPRE,1.2481330164390414
IFI16,1.245538364270324
CMTM3,1.240163644258999
ZEB1,1.236792670581103
IGFBP7,1.2367607054576624
SPOCK1,1.236070671823839
GFPT2,1.23383984740844
INHBA,1.2331384104861982
KLF9,1.22371157234074
C1S,1.2226209869775104
EVA1B,1.2176138658857525
GPNMB,1.2164713820917683
MYLK,1.2155144037613468
HK1,1.2093472898894504
CLIC4,1.2058508800389518
BMP1,1.2025632311772156
CHSY1,1.2000312521999632
IFITM2,1.1998851644026658
MSN,1.196871553621662
CEBPB,1.1949311090074062
MICAL2,1.1795631575959504
FSCN1,1.1697438487916187
NOTCH1,1.1690614472799652
ANGPTL2,1.168872799177862
ETS1,1.1664791860860646
ANO1,1.1655292113501048
PCOLCE,1.1585230129878923
RAI14,1.1575960244081145
TUBB6,1.1573260268626484
FRMD6,1.15625492585837
ARHGEF2,1.1546440991321774
FGF2,1.1423715568934512
CYTH3,1.1410415024734348
PLAU,1.1376966575902614
SLC2A3,1.1364806360544293
PLAUR,1.1354692451824207
NREP,1.135100927945473
CYP1B1,1.1334203346436809
PMEPA1,1.1313737586364283
EHD2,1.1251907519924842
KCNE4,1.1220666101245271
TGFB1,1.1218509353309756
ANXA1,1.1205731385004043
SLC1A5,1.1165009972692843
AXL,1.1115231476107894
ANTXR2,1.1105957100826487
HEYL,1.1079677459454018
VSTM4,1.106250428667522
IGFBP5,1.1035319565403086
AHNAK,1.103375902089354
STC1,1.1027395626797372
IL11,1.1018201164324566
CTSC,1.100576888625831
PAG1,1.0966496679262647
ACTA2,1.095198038289567
ZCCHC24,1.0939015652070978
LHFPL2,1.0923557462038573
CALU,1.08717434335761
LIF,1.0865415955348965
RGS10,1.0840507402276884
UACA,1.0834079359616453
KANK2,1.081405536473305
TCF4,1.0802420418959358
LAMB1,1.077306099181719
EFEMP2,1.076269836570404
CTGF,1.0705879460891623
PRDM1,1.0704517351558493
VIM,1.0682557491334137
NOTCH2,1.0634255136966502
LAMC1,1.0628888408236037
DLC1,1.0532644653984562
RND3,1.051826394002319
TNS1,1.0517172097604544
FHL2,1.0467306505037186
JARID2,1.0453884744779032
PAPPA,1.0432341508635474
PPFIBP1,1.0359860591233883
GEM,1.0346871617197593
S100A16,1.0323450879000262
SULF2,1.0320728456127455
ITGB5,1.0315881609601263
WWTR1,1.028852269636431
JAG1,1.0266306037676358
SH2B3,1.0262058088266315
TIMP1,1.0256956239069979
QKI,1.0253109649496395
ENC1,1.0193371682428207
MSC,1.018565426006944
PLIN2,1.0132138717311463
CHST15,1.011926108246918
SPRY4,1.0080823919428568
FERMT2,1.0051471675460206
PTK7,1.0050904204729463
GPC1,1.004014111667658
GJA1,1.0038563512129244
MYOF,1.003033159494656
ZYX,1.0020346085458272
CBLB,0.9996154053973427
PLXND1,0.9976565539002067
HEG1,0.9956827075277488
DCBLD2,0.9933415316047416
PHLDA1,0.9897830770904861
CSGALNACT2,0.9874505209760471
TMEM47,0.9856045350973517
AKAP12,0.9852530983188501
NFATC4,0.9850823183615915
CRTAP,0.9811686559025858
SPRED1,0.9794951559849281
ID3,0.9788402301130859
NR2F2,0.9777021460130584
SSH1,0.975172321987948
TAGLN,0.9743697818943744
ITPRIPL2,0.9742374319169826
LATS2,0.9662436369459968
TPM4,0.9657250117971401
LIMS1,0.964474062078672
MMP1,0.9602198273915477
SULF1,0.9595465844264979
SH3PXD2A,0.9552827422444068
WIPF1,0.9494849332958566
LAMB2,0.9491320598825936
CYR61,0.9480420132573997
SEPT6,0.9471196937405963
ARHGEF17,0.9446851365580997
TGFBR2,0.9434474757111744
LMO4,0.9413811459759529
BNIP2,0.9392894955530622
HMOX1,0.9386246030275629
NT5DC2,0.9371479220722136
AMOTL1,0.9362411361687677
SEC23A,0.9342849783618092
AFAP1,0.933657168971088
FAM43A,0.9318090281402505
MYO9B,0.930776357115839
PLOD1,0.9293681856806728
RNF24,0.9274779334933925
ARHGEF40,0.9261671838529821
A4GALT,0.9255399132002964
MYH9,0.9232329471425444
CNN3,0.9226097170251251
PDLIM7,0.9225852044445091
VASN,0.9201215554080946
CDR2L,0.9191181558169461
C1R,0.913988741191126
SEPT9,0.9131462446932517
ATP1B3,0.9113988478750557
FEZ1,0.9112335450878248
TTYH3,0.9105323775346008
LARP6,0.9102069797611492
SMOX,0.907768202464041
EPS8,0.9049917262083369
TRAM2,0.9048879293468275
JAM3,0.8969381313154088
PHLDA3,0.8964477001237441
CD276,0.8938530479550266
PTPN12,0.8930514057581789
SRGN,0.8928345636988837
WIPI1,0.8917923749691781
MARVELD1,0.8900848447656102
CD9,0.8900406682466979
FOSL1,0.8892672200070422
PEA15,0.8883699518088903
IGFBP6,0.8867007617955167
LTBP4,0.8866140249717986
ANO6,0.8861998252121595
SIRPA,0.8861129985987688
IFITM3,0.8811764521896635
PHGDH,0.879112726354947
SH3PXD2B,0.8784778235800914
STK17B,0.8753985765484273
SHMT2,0.8740808233135553
TFPI,0.8716119664761308
NAB2,0.8701605164187782
CSRP2,0.8691125811500271
MRAS,0.8686366060956487
SVIL,0.8658904787492787
NNMT,0.8606542144130813
NQO1,0.8596414766959839
DUSP6,0.8557862673138317
PDLIM4,0.8546099328132826
TRPS1,0.8533218101703639
SERPING1,0.8527787622305638
STOM,0.8519774791924064
UPP1,0.8514610089956918
MPZL1,0.8510116116843989
TMEM158,0.850894256582329
LITAF,0.8502074553767187
FAM20C,0.8493549922251873
LXN,0.8492001050399764
SLC9A3R2,0.8491358156344049
FAM126A,0.848809160805537
SLC38A2,0.8486287733533118
TPBG,0.8476562614095329
FYN,0.8449718195682294
CPNE2,0.8435930093559989
SLC43A3,0.8427268981742344
S100A13,0.8418276546032857
SYNJ2,0.8375237662272212
CLEC11A,0.8368621959196076
GREM1,0.8368243046777764
NUPR1,0.835020160786506
SLC16A3,0.8327009833332824
IL4R,0.8302178499379167
GSTO1,0.8296249687298314
SHC1,0.8291765591049369
IL1R1,0.8290917976540157
PDLIM2,0.8282391549231392
MPRIP,0.8280694524419516
TFPI2,0.8264983127510419
EPB41L2,0.8263283409008366
RGCC,0.8249260057943886
TMEM173,0.8234450149347552
REST,0.8201430895150779
YAP1,0.8197521452806384
MYO1E,0.8187495537965432
EFNB1,0.8177826088124647
ZNF532,0.8164906252136248
IKBIP,0.8146163555880648
CCDC71L,0.8136901751153403
TSPAN9,0.8129240896288366
DUSP5,0.8125628657760231
CHST11,0.811340110014747
ABCA1,0.811069663520918
PTGS2,0.8102694579588317
HOMER3,0.8101134035078772
TMEM98,0.8100658149814066
RRAS,0.8084017429793704
ITGA2,0.8055132990019516
SPRED2,0.8039901069962028
CERCAM,0.8038048709016579
SMAD7,0.8023123869639335
SNX9,0.8019324868592221
CHST3,0.8018223149309591
SEC14L2,0.8005715447918362
SPRY2,0.8002299848773191
ANGPTL4,0.8000350514981349
KLF13,0.7997558954060651
LY6E,0.7984138091699222
CHST2,0.7971194910395951
HBEGF,0.7969499681377528
DDIT4,0.7961863069724089
PROCR,0.7958652191032414
FAP,0.7956201830867542
TLN1,0.7951230176696455
DTX4,0.7946940026140297
NCS1,0.7941630762800287
TEAD2,0.7939174117358334
CDK2AP1,0.7936807261588967
FKBP7,0.7908804556399573
OAF,0.7888546210470722
PHLDA2,0.787590023298371
TNFRSF10D,0.7873146383725498
IER3,0.7870240789920615
PXDC1,0.7869351872162014
CEP170,0.7866749767450472
DOCK6,0.7859229882371395
SKI,0.7849187805389377
VCL,0.7833233078467572
SEMA4C,0.7832532719021401
CSNK1E,0.7826214219761525
PTPN9,0.779721844079333
IGFBP3,0.7793038731534452
TMEM45A,0.7777509607660704
NT5E,0.7766438541030851
IER5L,0.7756101056026026
DBN1,0.7754042178833629
RASSF8,0.7724576799877809
GPR176,0.7721922617156167
EXT1,0.7704466606908724
ARHGDIB,0.769951829805251
MDFIC,0.7698781124840579
SPSB1,0.7669286115292806
LDHB,0.7668793169990309
PPIC,0.7665104610240476
RAB32,0.7660146424520278
TGIF1,0.7639862039586376
ARHGEF10,0.762170836358294
GLIPR2,0.7619421420622174
WARS,0.7618036863870898
SKAP2,0.7608590990314852
HDAC7,0.7608252483249203
ITGB1,0.759002428181752
FAM114A1,0.7588091110166744
CREB3L1,0.7562238867635784
PDE3A,0.7537453326415147
KLF2,0.7536523105407156
MCC,0.7522408168876638
PPP1R15A,0.7514096338885352
MYADM,0.7511315552725364
SASH1,0.7499628977889934
ST3GAL2,0.7491848253811995
ITGB1BP1,0.7482651097649011
KCTD10,0.7473810855434557
TLE3,0.7468021217346212
CXCR4,0.7444376902864143
TSHZ3,0.7442054044034343
PDE4A,0.7441654479991335
CCDC85B,0.7437987469762923
AP2M1,0.7437043780304045
HIP1,0.7398699998522922
MAP4K4,0.738325303219959
SLFN5,0.7375873219009748
PRICKLE2,0.7372159967099954
SMG6,0.7345408480998046
ABL1,0.7337640327474269
CNN2,0.7330568492861396
ATXN1,0.7327645839018722
PLVAP,0.7320249863687813
SRM,0.7301485168962429
TNKS1BP1,0.7301241838949721
PNP,0.7300895699761902
MYC,0.7300565273766786
PIEZO1,0.7288267680209408
MEX3D,0.7286180519270147
TRIP6,0.727433052723061
PLS3,0.7274022997602003
TCF3,0.7269881897902337
LGALS3,0.7254990729652313
RSU1,0.7250877464751149
LRRC8A,0.7231242708098407
TMEM189,0.7222945693403098
SLC12A4,0.721723686602008
TRIO,0.7200940938342448
FADS2,0.7192525850227689
PELO,0.717874942076282
RHBDF1,0.7170411102818122
VDR,0.7170132305884742
AHR,0.7166097157998728
C2CD2,0.7163700222689044
CDK17,0.7163516602808606
VASH1,0.7162076376460327
NRM,0.7158159750942126
SEMA7A,0.7151689956083942
RASAL2,0.7145142942107334
TBC1D16,0.7134869656718408
GAS6,0.7128555197993798
MARCKSL1,0.7101163960474715
TWSG1,0.7096130800377907
BDKRB2,0.707751740125083
ARL4C,0.7041422401819624
PKIG,0.7039633342593348
NDST1,0.7037675029834247
DPYSL3,0.7035081006193238
SEPT11,0.7031955427690519
WBP1L,0.7012463885565552
GAS2L1,0.7012023467221518
SH3GL1,0.7010072337636224
CNPY4,0.7007493578239554
DENND5A,0.7003638458647075
PLSCR4,0.6985034936383983
RCC2,0.6954539220935239
ACOT9,0.6944384008965763
IRS1,0.6937733287917318
NUMBL,0.692073610289679
ABCC1,0.6913686715702063
PIP4K2A,0.6903011621528314
XPOT,0.6880324016007648
FBXO32,0.6873324462081207
CORO1C,0.6851637113513149
CHST14,0.6832456243655329
JDP2,0.6823649672568095
SLC4A7,0.6810913007511772
TEAD3,0.6802667172929837
DEGS1,0.6790016257010834
SLC9A1,0.6768775612063891
VGLL3,0.6761385024113338
MAFF,0.6748988661916115
SLC20A1,0.6746696331574995
KLF7,0.6740762132113787
ACSL4,0.6728738846006159
LRP12,0.6705711835523118
BHLHE40,0.6696981585657582
TBC1D2B,0.6693969142142322
SOCS3,0.6688111263902812
MAPKAPK2,0.668406579020445
PLCG1,0.6680349395656116
POLE4,0.6677580731101926
ELK1,0.667358823331039
ELF4,0.6670426738938637
PLCB3,0.6664052121133395
MSANTD3,0.6642747725518916
PLOD2,0.6638883178010815
ZNF503,0.663315639269328
FAM89B,0.6630190639807765
SIN3B,0.6626997270102244
C11orf24,0.6623179413223887
SERTAD1,0.6598472437966763
APBB2,0.6596457557713933
DYRK2,0.6587906887193569
TWF2,0.6582749817348592
GOLIM4,0.65781633608729
NTAN1,0.6563255581533447
EFTUD2,0.6561374038944408
PARVA,0.6553782771075625
LIMK1,0.6553430346610725
DUSP7,0.6551874291584809
KDELR3,0.6544261474194606
AP3M2,0.6530445088325436
MSL3,0.6517897430529906
UBTD1,0.6510157560752994
PTPN14,0.6509618373769115
IFIT3,0.6504644474856214
ANKRD11,0.648422181382653
TNS3,0.6483793068139931
G6PD,0.6477039088968013
RHOG,0.6472303132687465
GABPB1,0.6464993355442239
TULP3,0.6460244379659166
NDN,0.6447667989168409
VANGL1,0.6445100902429175
RALA,0.6443961471484059
E2F3,0.6439156826103982
LZTFL1,0.6437608403200237
NPC1,0.6437595383697712
PLK3,0.6436926450636946
SACS,0.6427616159486504
CHPF2,0.6424030857860146
GPX7,0.6420002893147938
TAP2,0.6415298363252795
CDC42EP2,0.6400017507823748
CAMKK2,0.6398989416072638
SMC4,0.6398796817224941
TCF12,0.6397083630272
PHC2,0.6371847793843344
MOB3A,0.6370636082211796
ETV5,0.6362731448385688
NPR2,0.6360650572723507
SLC39A13,0.6352215730880779
EXTL2,0.6347878889694876
TRIP10,0.634612350159582
TMEM43,0.6340559235585665
CBL,0.6326896839004981
PLXNA1,0.6324303713260697
LMCD1,0.6324193271963416
STK38L,0.6316617717287336
AIFM2,0.6301937105819526
ZBTB38,0.6290625851815506
PI4K2A,0.6289485522973663
TTL,0.6282184275747333
BAZ1A,0.628044774347952
WDR81,0.6278970703365481
RARA,0.6274142712670532
DOCK1,0.6272417404111792
FEZ2,0.6271496611019423
ZNF281,0.6265111667401833
LZTS2,0.6231195414375925
HAUS7,0.6211556617187917
CAMSAP2,0.6202540387215194
RILPL1,0.6194183213439253
MEX3C,0.6186712263731735
TP53,0.6175502472057737
RCAN1,0.6173588605186566
TRIB3,0.6169000352917422
ARID5B,0.6165442886089565
MAP3K3,0.615911540786243
DIMT1,0.6150766315157021
ASAP2,0.6146673701880552
BICD2,0.6132598272805971
WWC2,0.6120451076950175
MMP9,0.6117842238013189
TMX3,0.6116678114908112
