,score
MALAT1,0.8172085644381681
PNPT1,0.7500797432402564
DCUN1D2,0.7491553115388925
RAB27A,0.7446309897657315
METTL21A,0.7299584761411211
LRRC57,0.70050522920004
PDCD4,0.700124195539324
SAR1B,0.6849890479583323
ELL2,0.6839623894134661
BLOC1S6,0.6763693111753071
TMEM45B,0.6640273884034116
LYZ,0.6472682486016836
TMEM56,0.6456319222628153
LPCAT3,0.6455051665516152
MACC1,0.6444373942796418
MUC13,0.6428161894302349
ICA1L,0.642059836220028
RPS6KA3,0.6419694557046753
HEATR5A,0.6410469751632419
PPP1R3B,0.6402968238542428
PPARA,0.6396482722301968
RBM47,0.6338306101602385
L2HGDH,0.6269613425720166
ABCA5,0.624941195201103
COA1,0.6246901924128991
MANSC1,0.6199372365064519
IGFBP2,0.6193512613687489
NMNAT1,0.6180373642083978
MDM4,0.6162960933389812
METTL2B,0.6155143053653944
PLS1,0.6133843355641062
SLC40A1,0.6132561861672414
EMP2,0.6095909322377722
REV3L,0.60832163301869
PRRG4,0.6048750483700047
AAK1,0.5929784778522489
STK10,0.5929055184077043
ALDH1A1,0.5924993984050246
SMIM14,0.5913903730373775
OPA3,0.5873727953718841
A1CF,0.5866346994438842
XBP1,0.5863330361817702
TMEM192,0.5841161352371493
GGPS1,0.5822537530834744
JPX,0.5791373674108868
CPM,0.5785974187422589
CXorf38,0.5759227965832245
AOX1,0.5748086494207598
UGGT1,0.5742897454056681
VPS53,0.573307127327805
CACNB2,0.5681536610034783
TPD52L1,0.5678550638498265
TUBGCP4,0.5661228519372301
COX18,0.5660116358211909
CEACAM1,0.5647268318490895
SMYD4,0.5645980901358172
SLC44A4,0.5631110275316331
CMBL,0.5627690867538107
IRF1,0.5617890469944271
ZKSCAN1,0.5617234740839052
ODF2L,0.5584348985474499
UGT8,0.558417721371633
GFPT1,0.5577891691368748
C15orf48,0.5576404280343148
ICA1,0.5566163129657866
HGD,0.5539147229891412
FXYD3,0.5503386649422097
C4orf19,0.5500709030838884
NAIF1,0.5497733163523435
GRIPAP1,0.5493580677085603
RUNDC1,0.549179118469219
PLA2G4C,0.5491511053873595
NMT2,0.5490449762239962
FXN,0.5484435660175571
DBT,0.547735991805613
SLC7A2,0.547128310013683
PLA2G12A,0.5457733339683664
TPMT,0.5456705148084566
PCSK7,0.5437742660931306
HAUS2,0.5425256631061686
PPP2R1B,0.5418396910220267
SERINC5,0.5415687933709599
GRHL1,0.5412011739347662
PHACTR4,0.5409313215479479
GALM,0.540869650957287
ATP10B,0.5405626916896473
NUCB2,0.5404407790361319
NRCAM,0.5397395112518204
NT5DC3,0.5389347623069085
ENPP1,0.5386792997245777
LCOR,0.5383725146676461
MPP7,0.537706089024951
ABCD3,0.5372445700171014
TMEM45A,0.5350824060769597
SLC7A14,0.5349310169716368
MAOA,0.5346451720418166
GOSR1,0.5346446494096924
DAPK2,0.5343809292397985
RABGAP1L,0.5336987549490928
DTD2,0.5333845833581385
BPNT1,0.5330440711081224
FZD3,0.5319465436472086
SERPINB1,0.528385572247597
GTF2H2,0.5277997016363187
SH3RF1,0.5277415501019611
TMEM68,0.5270342894692917
SLC31A1,0.5266805023633196
CYP3A5,0.526462529925368
PARM1,0.5261820855274983
PARP9,0.5259167277769485
SORBS1,0.5254608531960407
SGSM1,0.5245985798753203
TTPAL,0.5238231680136494
ESRP1,0.5220955552637463
TJP2,0.5215064443332977
SSR1,0.521358225862862
NME6,0.5206139977179376
PBLD,0.5204798206305732
SLC50A1,0.5203426122768882
PPP1R9A,0.5203256093117794
MAP7,0.5195195712076277
GTPBP10,0.5195098850922584
CA5B,0.5188357244941244
NOL9,0.5181171750075713
GGCX,0.5176967348846873
NKTR,0.5173200564916733
DCTN5,0.5168739377104181
MFSD8,0.5157574212823235
RAB3D,0.5155451629555969
SLC35A3,0.5142356559050896
GNPNAT1,0.5138783149006727
SEC23B,0.513709295671692
FKBP5,0.5135288482202611
NANS,0.5127928079786166
TBC1D8B,0.5126596413133591
EDEM3,0.5119149950627353
FLVCR1,0.5119113366378656
CTRC,0.5115250766559072
TTC39A,0.5114902345142909
AKAP9,0.5110164859147339
GC,0.5109703549192339
EHHADH,0.5096132535032787
RASGRP3,0.5094143048746496
CD36,0.5092347633189007
RABL3,0.5091940328553513
GPR155,0.5091808973679619
ZNF160,0.5091410379579528
PTPN2,0.5090935132767882
MARVELD3,0.508563215881388
LYRM7,0.5081569216680002
MYO5C,0.5070317643887847
CAMK2D,0.5062123469022524
MEST,0.5057058118474345
PDE3B,0.5054221968146777
CYP20A1,0.5052451987352669
PRSS3,0.5033528523398019
XPNPEP3,0.5025167454674353
SH3YL1,0.5023933346018303
RFT1,0.501001007780701
TRAF3IP2,0.5008604894235624
NEAT1,0.4990976861106269
TAF8,0.498441225320434
NCMAP,0.4982083404458706
PIGX,0.4978261918366229
ACOX1,0.49743062900285295
LCLAT1,0.4969124218305936
FAM177A1,0.4969021782409584
ESYT2,0.49650961183136744
NFKBIB,0.496373622952639
TMEM106C,0.49632930374850304
INSR,0.49575315409473575
MLPH,0.49526926643196845
KANK1,0.4950890280333873
NUDT19,0.4947184121730146
PMM2,0.49412358713134097
TMEM41A,0.49386843812828474
DESI1,0.4936724859238346
FAM135A,0.493658827804321
GK5,0.4924844385790017
TMPRSS2,0.49196731151313244
ATP6V0A2,0.49180540008104145
MYEF2,0.49157676594775523
ZMYM5,0.4908520145599944
CPPED1,0.49056805110582147
GLS,0.49045815899116363
PDK4,0.4887639946972122
FAM3B,0.4885362316174664
PTGR2,0.48842264623579723
DPP9,0.48821136348903593
CYB5D2,0.48820589327280217
ZNF655,0.48748863294548883
CDC42SE2,0.48685314712454897
MKNK1,0.48651876709145725
GMEB1,0.48551360614796835
SLC30A5,0.4849334496479152
CSGALNACT1,0.48464600197958063
AHI1,0.48420510951956786
MARVELD2,0.4841752846463443
BTG2,0.48410727278590926
UGDH,0.48326614864514994
SFXN1,0.482996714364031
ERCC4,0.4828129917512882
POC1B,0.48270128784526634
FBXO27,0.4826816020352531
HSCB,0.4826255410293925
BIVM,0.4823865239379046
TMC4,0.48235506148402507
CXorf56,0.48230778069785174
OCLN,0.48218064172309383
RASSF6,0.4817171715553137
EZR,0.4815565841246041
NAA16,0.4803850171127557
XIAP,0.4796761537415719
FUT8,0.479299475348558
LRRC58,0.4790508766681256
MPDU1,0.47830511546897014
ERBB3,0.4776116174822391
KBTBD6,0.47745545500351483
CD46,0.47730253284396085
MTFMT,0.4755685091400004
P2RX4,0.4752584140796152
CBFA2T2,0.47522165562021
ATM,0.4742314071133329
HINFP,0.4732023096185536
MTUS1,0.472796816774423
FAM221A,0.4726073800504551
IRAK4,0.4723978394107746
GSTM3,0.47172813860676754
DCAF11,0.4710639080189942
CTSS,0.47037971288407476
SIAE,0.4699534192813992
PRDX4,0.46946015908253713
N4BP2,0.4694545494977369
DTNA,0.4694468145422981
MCFD2,0.4690501019178548
CLU,0.4674919265026318
VWA5A,0.4672952774553494
DIP2A,0.4664531777346248
GSTO2,0.4663138440103012
AP4B1,0.46618426608563013
PLEKHA1,0.46617552070808443
DIS3L,0.4661323164524802
DPY19L3,0.465979324608643
CNOT10,0.46558080019283565
ASB8,0.4651220337141737
FAM217B,0.4637301249987438
RRP7A,0.4631983990755373
GOLGA4,0.4629701133636672
IRF6,0.4626529801906756
TATDN3,0.46232225858245357
PHC3,0.46220254098385993
USP15,0.46215665388335125
EPB41L4B,0.46213930249682633
CFLAR,0.4615440245073117
DHTKD1,0.46107815023176
ATG12,0.4609426491430142
ABL2,0.4608475997806849
IFRD1,0.46056123221874046
MFSD11,0.4601960168903183
H6PD,0.460126123554236
EHF,0.4593709201347025
SUCO,0.4590744135095477
FKBP14,0.4586221973535096
CRYZ,0.458103467549126
CPT1A,0.4580608904520709
ITGB8,0.4573157912536061
PLCE1,0.45722997505880514
XRN1,0.45711119819803514
SLC35E3,0.45708966575451626
PCGF5,0.4570874358574528
