,score
KRT19,1.593142478672263
KRT7,1.539687264717898
TACSTD2,1.4963187963690316
ANXA4,1.4950606509548265
CLDN1,1.4648765209800985
KRT8,1.4599999134205603
SERPINA5,1.4368677126241636
S100A10,1.4158422916334814
LAD1,1.4060960369993154
SLC4A4,1.3948289627950032
SERINC2,1.3942524708586035
DEFB1,1.3907297585508474
CTSH,1.379099738884662
KRT18,1.3748238037288942
CLDN10,1.3525097918159972
SPINT1,1.3272376039138365
TSPAN8,1.3236583900942094
LGALS4,1.3205635469273744
MYRF,1.3069494767539211
TSPAN15,1.301670884917911
GPRC5B,1.2988600930924008
ELF3,1.2879431770120462
SERPING1,1.281905170843828
ANXA3,1.2658266747705937
ANXA2,1.2525289361626477
AGRN,1.2519647566151733
TRPV6,1.2459391731527418
CD44,1.2438790319080297
CD74,1.24282115200581
TGFA,1.241250201923279
KIAA1522,1.2387806924976417
ST14,1.2367621241508573
MUC20,1.2302394094802125
LAMC2,1.230016405387076
ATP1A1,1.2174799199088469
CLDN4,1.2165036172013686
PROM1,1.2161476773151847
TNFSF10,1.2156608898533037
SDC1,1.2082944054025404
HSPB8,1.2061889183792616
CCL2,1.2047018805157563
CITED4,1.1981834267931575
BACE2,1.1924194731380666
SLPI,1.1664872141332978
KRT80,1.1621275017896409
TSPO,1.157727252682129
S100A6,1.1572914985416674
SEL1L3,1.1523421029735772
PMEPA1,1.1509764274633554
HKDC1,1.1495752726984776
AMBP,1.1436072526194252
CAV2,1.1366153907595233
TPM1,1.1333007780233828
CFB,1.133119683911275
TNFAIP2,1.1317167898581744
PDZK1IP1,1.1316208402381562
MARCKSL1,1.1238976556727422
CDH1,1.1225596515306933
CTSD,1.122026904007214
SOX9,1.1212549661047007
LGALS9,1.0966100383415167
PTPRF,1.092797683316121
SPNS2,1.0867403750996516
PIK3AP1,1.0853134062561267
S100A16,1.084199310186058
RHOC,1.081574263598995
PDLIM3,1.0801228752346503
CXCL16,1.0721830714738445
ITGA3,1.0713327662547982
CFTR,1.0709348016578701
UGT2A3,1.0689124891540516
GSTP1,1.0677102889280476
PFKFB3,1.0670160052977167
CREB5,1.060907469021302
ALDH3A2,1.05990390887969
LIPH,1.056138907068359
SFRP5,1.0542633454732737
EFNA1,1.0525154543647162
LCN2,1.0492687665054774
GOLM1,1.045231975529859
CDKN2B,1.0442308427107108
MMP7,1.0434058011267666
SERPINA3,1.0418321446944816
CXCL1,1.0386933718618465
DSG2,1.0349107119192382
FILIP1L,1.0322163870804317
SDC4,1.0299881865285414
PRSS22,1.02809682818215
FSTL3,1.0264834089578159
SPTBN1,1.0232277453928305
MYOF,1.022955279646247
SLC12A7,1.0227510881035684
LITAF,1.0212122245975763
DSC2,1.0209371970648249
TNIP1,1.0207413929978628
GAS6,1.017937914199635
CARD10,1.0112346067327778
DCDC2,1.0010126734834017
C3,0.9934983026717816
VAMP8,0.9878467365536352
SHROOM3,0.9870060674214898
EPHA2,0.9824173016448938
UGCG,0.9816349860160116
TNFRSF12A,0.9789706880660489
TMBIM1,0.9759261245124407
ONECUT2,0.9755972856843442
IFITM2,0.9744590553892394
AHNAK,0.9714508209725565
DHCR24,0.9698772192936644
PIEZO1,0.966764402561985
TINAGL1,0.9625012650024587
SERPINA1,0.9592880254237031
AMOTL2,0.9569236228795006
TM4SF1,0.9333339016816069
MUC1,0.9314521475806998
IL32,0.9293326077040405
SORBS2,0.9291000765983171
ACTN4,0.9240299668451968
IER2,0.9234049636915884
S100A14,0.9225684178886695
NTN4,0.9176747050750009
KLF5,0.9094327981025003
CDR2L,0.9051585468642784
FLNA,0.9043323343010954
TMC5,0.8994226635713147
SMAD3,0.8973021237544714
JUN,0.8913628720639153
AQP1,0.8886361681172446
SAT1,0.8855529599179732
TFPI2,0.8830705896907887
SEPT9,0.8829935437987757
KCNQ1,0.8811466235032128
LGALS3,0.8802319448855798
EDN1,0.8644170909236664
NFIB,0.864286098759564
ABCC3,0.861963637688234
PRSS8,0.8588330916228841
CXCL2,0.8577539561763246
SPP1,0.8575972819648712
CDC42EP1,0.8549518571300752
KRT23,0.8525621199809166
MGAT4B,0.8516374918437037
AKR1C3,0.8467752795829284
LAMB3,0.8441686355113092
TC2N,0.8437907914471197
JUP,0.8360634584621209
PFKP,0.8359386363737542
ALDH1A3,0.8347362558600082
C12orf75,0.8340217036072488
SLC9A3R1,0.825077333725531
BIRC3,0.8246697352608692
MYZAP,0.8221374200762597
CLDN7,0.8200747710586995
CMTM7,0.8189096358455146
NBEAL2,0.8074897311219331
SOD2,0.8038014502597974
GJB1,0.8037097224135863
FLRT2,0.7956318722939386
NR5A2,0.7946798625761033
SOX4,0.7904607149637854
RHOB,0.7866933026238456
GATM,0.785050771917696
OLFM4,0.7844514744340927
LBH,0.7794706567711813
S100A11,0.7777069445557743
DAB2IP,0.7770481839625631
GDF15,0.7760827083835835
TMEM63A,0.7759021858490343
NFKBIZ,0.7757585277759347
TRIM47,0.7728242366373621
SYNGR2,0.7604224344077437
EGFR,0.7577340059954452
MET,0.7538811698038614
ZC3H12A,0.7536936476880243
CRIM1,0.7530965702896992
RAMP1,0.7507409576500663
CX3CL1,0.748081153735356
NPNT,0.7474401628870311
ZFP36L1,0.7472895641110142
ITGA6,0.7437541755965071
ERBB3,0.7435325221890565
IL4R,0.7429902212959405
DDAH2,0.7421591509461507
CASP4,0.74195048349263
CLMN,0.7408476827950494
AGT,0.7404392853104724
IFITM3,0.7394792979846017
PIGR,0.736316887158722
MUC13,0.7357188887044401
VWA1,0.7294530057077679
MYL12A,0.728950661136679
RAB25,0.727693416913695
TST,0.7263684822682279
SERPINA4,0.725131689585993
AKR1C1,0.7245499243869489
EPB41L1,0.7229196689311834
HSPB1,0.7227625572579228
MALL,0.7211622482627149
MYH14,0.7179438981021775
HSD17B2,0.7168322691315865
TGIF1,0.7167949216213714
RHOV,0.716660996299396
RBP1,0.7127377639277057
MMP15,0.7126357845912423
TMSB10,0.711969860298467
LLGL2,0.7118471289026473
DDR1,0.7097875644445963
FNDC4,0.7055464611663353
NCEH1,0.7043687216617229
CAPN1,0.7042181143652755
LY6E,0.7035524998047293
EPCAM,0.7032700240117009
RHPN2,0.7027513773939091
DUOXA2,0.7026245692860442
ITGB4,0.7025474405665193
NTRK2,0.6997451938103723
BAMBI,0.6993258938050957
CXADR,0.6986872048175741
GIPC1,0.6979661693189172
CXCL6,0.697078167017807
EZR,0.6967070303741707
ATP8B1,0.6960406298012742
