# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	regulation of immune system process	1	1.520726e-76	2.0011233433999998e-72	2.119458	651	0.2405765	8	2.375372211875e-8	1.474248	263	1423	0.1117247	
GO Biological Process	cell activation	3	9.487898e-76	4.1617083260666666e-72	2.364982	528	0.195122	55	0.00007658248502000001	1.425243	181	1013	0.0768904	
GO Biological Process	leukocyte activation	4	1.189875e-75	3.9143912812499997e-72	2.529586	471	0.1740576	52	0.00003669040460961539	1.477835	161	869	0.06839422	
GO Biological Process	lymphocyte activation	5	6.550268e-67	1.72389953224e-63	3.177439	299	0.1104952	2	2.0458849978e-8	2.085844	91	348	0.0386576	
GO Biological Process	positive regulation of immune system process	6	1.127757e-62	2.4733590605e-59	2.300966	466	0.1722099	6	2.7404736015e-8	1.618448	182	897	0.07731521	
GO Biological Process	regulation of immune response	7	5.524883e-58	1.0385990771e-54	2.319751	427	0.1577975	11	7.692465490818182e-8	1.588345	182	914	0.07731521	
GO Biological Process	immune response	8	2.535846e-56	4.1711496892499995e-53	2.0284	542	0.2002956	171	0.005750209046549708	1.258905	235	1489	0.09983008	
GO Biological Process	leukocyte differentiation	9	3.84813e-52	5.626393630000001e-49	2.980601	256	0.09460458	15	3.8762773343333334e-7	2.040535	77	301	0.03271028	
GO Biological Process	hemopoiesis	11	1.097596e-51	1.3130241603636362e-48	2.430263	352	0.1300813	21	9.217183952857143e-7	1.748304	112	511	0.04757859	
GO Biological Process	lymphocyte differentiation	13	4.700338e-49	4.757826749384615e-46	3.244519	214	0.07908352	25	0.00000144319174424	2.175446	60	220	0.02548853	
GO Biological Process	immune system development	14	2.181804e-48	2.0507399168571426e-45	2.256766	379	0.1400591	17	7.614074513058823e-7	1.701501	125	586	0.0531011	
GO Biological Process	hematopoietic or lymphoid organ development	17	8.308183e-47	6.431022358647059e-44	2.263655	365	0.1348854	28	0.0000013301074903214285	1.698067	119	559	0.05055225	
GO Biological Process	regulation of cytokine production	20	9.425412e-44	6.201449825400001e-41	2.336281	322	0.1189948	33	0.0000013935042056060607	1.660709	127	610	0.05395072	
GO Biological Process	leukocyte cell-cell adhesion	22	5.023577e-42	3.0047840792272726e-39	2.965768	208	0.07686622	20	9.3677670895e-7	2.094252	68	259	0.028887	
GO Biological Process	regulation of monocyte differentiation	24	1.917092e-41	1.0511255678333334e-38	9.840214	65	0.02402069	195	0.008513117201025641	3.988318	9	18	0.00382328	
GO Biological Process	T cell activation	26	2.91552e-40	1.4755895261538462e-37	3.075051	189	0.06984479	25	0.00000144319174424	2.175446	60	220	0.02548853	
GO Biological Process	leukocyte aggregation	27	3.391068e-40	1.6527060671111111e-37	3.038055	192	0.07095344	35	0.0000017040544067428571	2.1341	61	228	0.02591334	
GO Biological Process	lymphocyte aggregation	28	4.680343e-40	2.199594054892857e-37	3.063948	189	0.06984479	34	0.0000015441451771764705	2.155847	60	222	0.02548853	
GO Biological Process	regulation of defense response	30	2.068927e-38	9.075003464333334e-36	2.183483	324	0.1197339	77	0.0003560557093116883	1.469094	135	733	0.05734919	
GO Biological Process	positive regulation of immune response	33	1.245812e-36	4.96776972969697e-34	2.294609	280	0.1034738	62	0.00011345416007903225	1.560354	116	593	0.04927782	
GO Cellular Component	endosomal part	30	2.978833e-22	1.715807808e-20	2.007942	226	0.08351811	46	0.04570090434782608	1.385064	83	478	0.03525913	
GO Cellular Component	external side of plasma membrane	54	5.923514e-14	1.89552448e-12	2.029575	134	0.04951959	4	0.00013846140000000002	1.976511	56	226	0.02378929	
GO Cellular Component	alpha-beta T cell receptor complex	78	5.279922e-10	1.169705796923077e-8	22.34952	9	0.003325942	43	0.04456262846511628	6.381308	4	5	0.001699235	
GO Cellular Component	T cell receptor complex	91	9.192537e-9	1.745571861098901e-7	4.562947	22	0.008130081	30	0.012272353920000001	3.778406	9	19	0.00382328	
GO Cellular Component	intercellular canaliculus	159	0.00004758508	0.0005171510581132075	5.583226	9	0.003325942	25	0.011460801024	6.647196	5	6	0.002124044	
GO Cellular Component	basal part of cell	221	0.0008098269	0.006332040195475113	2.089204	24	0.00886918	48	0.049597812	2.376019	14	47	0.005947324	
GO Molecular Function	cytokine receptor activity	53	1.495609e-11	1.1914077732075472e-9	2.839901	56	0.02069475	33	0.04032099557575758	2.080861	24	92	0.01019541	
GO Molecular Function	coreceptor activity	104	1.729634e-8	7.021648796153846e-7	2.712453	42	0.01552106	29	0.031814589827586205	2.791822	14	40	0.005947324	
GO Molecular Function	nitric-oxide synthase binding	118	9.023214e-8	0.000003228475382033898	4.566441	19	0.007021434	11	0.016584929487272727	4.908699	8	13	0.003398471	
GO Molecular Function	glycerol channel activity	272	0.0002437229	0.003783081190441176	9.26154	5	0.001847746	32	0.032517751643749995	7.976636	4	4	0.001699235	
GO Molecular Function	polyol transmembrane transporter activity	366	0.002236298	0.025796858349726774	3.985406	7	0.002586844	30	0.03250572686	5.317757	6	9	0.002548853	
