# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology	 Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
GO Biological Process	leukocyte activation	5	9.90471e-218	2.6067215778e-214	2.215172	1821	0.1524232	54	0.000002011051224055556	1.333128	293	869	0.0616972	
GO Biological Process	cell activation	6	1.383193e-217	3.033572781166666e-214	2.085864	2056	0.1720934	76	0.000009410475316578948	1.288038	330	1013	0.06948831	
GO Biological Process	positive regulation of immune system process	9	5.267816e-195	7.70213230488889e-192	2.084679	1864	0.1560224	57	0.0000020339176029649122	1.326777	301	897	0.06338176	
GO Biological Process	regulation of immune response	12	7.491411e-179	8.214956445749999e-176	2.095546	1703	0.1425462	62	0.000004250664750806452	1.315078	304	914	0.06401348	
GO Biological Process	immune effector process	13	1.278978e-174	1.2946208847692307e-171	2.15389	1572	0.1315812	361	0.01307240576066482	1.194038	273	904	0.05748579	
GO Biological Process	regulation of cytokine production	17	4.08091e-159	3.1588643935294115e-156	2.221851	1352	0.1131665	35	2.814419474085714e-7	1.432473	221	610	0.04653611	
GO Biological Process	hemopoiesis	19	1.030013e-157	7.133653193157895e-155	2.179928	1394	0.116682	111	0.00005189853881711712	1.38502	179	511	0.03769215	
GO Biological Process	hematopoietic or lymphoid organ development	20	7.613297e-156	5.00916876115e-153	2.098635	1494	0.1250523	96	0.00002600341765625	1.379262	195	559	0.04106128	
GO Biological Process	immune system development	21	9.571903e-156	5.997936741761904e-153	2.071607	1536	0.1285678	97	0.000025935724267010306	1.369691	203	586	0.04274584	
GO Biological Process	lymphocyte activation	27	3.184852e-147	1.5522024988148148e-144	2.469576	1026	0.0858793	20	1.64720085325e-9	1.670176	147	348	0.03095389	
GO Biological Process	cytokine production	30	9.487466e-138	4.1615188364666664e-135	3.611013	544	0.04553444	205	0.0013342346593658535	1.660028	55	131	0.01158139	
GO Biological Process	regulation of defense response	31	2.037222e-136	8.647678805806452e-134	2.071351	1357	0.113585	399	0.01936342892406015	1.208281	224	733	0.04716782	
GO Biological Process	immune response-activating signal transduction	37	5.790538e-125	2.059397014648649e-122	2.429338	902	0.07550013	199	0.0011820742925125628	1.376614	133	382	0.0280059	
GO Biological Process	positive regulation of immune response	40	7.163771e-123	2.3567015647249998e-120	2.134604	1150	0.09625847	178	0.0007724687849438202	1.306849	196	593	0.04127185	
GO Biological Process	activation of immune response	43	4.663789e-120	1.4272278942093021e-117	2.324009	944	0.07901565	408	0.02098521204215686	1.270253	142	442	0.02990103	
GO Biological Process	immune response-activating cell surface receptor signaling pathway	45	1.256779e-118	3.675101080222222e-116	2.698485	713	0.05968025	308	0.008064518784415584	1.378291	99	284	0.02084649	
GO Biological Process	leukocyte differentiation	47	4.877821e-116	1.365686096574468e-113	2.352327	892	0.0746631	89	0.000017777173228089885	1.536892	117	301	0.02463677	
GO Biological Process	regulation of hemopoiesis	51	3.021222e-108	7.795345156470588e-106	2.111314	1043	0.08730225	267	0.003990435207827715	1.317962	147	441	0.03095389	
GO Biological Process	immune response-regulating signaling pathway	55	4.077671e-106	9.756013216181818e-104	2.209019	928	0.0776764	245	0.0029814357042040815	1.337063	140	414	0.02947989	
GO Biological Process	lymphocyte differentiation	56	6.239628e-106	1.4662011580714286e-103	2.499982	728	0.0609358	143	0.00019286161675524473	1.563582	87	220	0.01831965	
GO Cellular Component	focal adhesion	23	2.147615e-97	1.613512486956522e-95	2.138821	915	0.07658826	12	0.000045567504000000005	1.448752	144	393	0.03032217	
GO Cellular Component	cell-substrate adherens junction	24	1.171046e-96	8.431531200000001e-95	2.131655	915	0.07658826	15	0.000060764659199999995	1.437776	144	396	0.03032217	
GO Cellular Component	cell-substrate junction	25	5.803313e-96	4.0112499456e-94	2.110462	929	0.07776011	16	0.0000757655424	1.429709	145	401	0.03053274	
GO Cellular Component	perinuclear endoplasmic reticulum	108	8.897596e-21	1.42361536e-19	4.108247	66	0.005524399	67	0.033182293970149254	2.875553	8	11	0.001684565	
GO Cellular Component	beta-catenin destruction complex	120	8.960113e-19	1.290256272e-17	3.358235	76	0.00636143	43	0.005561009413953488	3.234997	9	11	0.001895136	
GO Cellular Component	intercellular canaliculus	323	0.00001825292	0.00009765029647058825	2.95074	21	0.001757763	48	0.0094001112	3.953885	6	6	0.001263424	
GO Cellular Component	integrator complex	378	0.000401737	0.001836512	2.031335	29	0.002427388	59	0.025579912027118644	2.635923	10	15	0.002105706	
GO Molecular Function	phosphoric diester hydrolase activity	12	8.241758e-64	2.899725189666667e-61	2.853432	350	0.02929606	63	0.028285282298412703	1.651073	38	91	0.008001685	
GO Molecular Function	SH3 domain binding	65	7.532066e-32	4.892366561846154e-30	2.030726	335	0.02804051	35	0.0033151903959999997	1.671561	52	123	0.01094967	
GO Molecular Function	non-membrane spanning protein tyrosine kinase activity	130	3.027652e-20	9.83288211076923e-19	2.375203	146	0.01222064	54	0.01709530801851852	1.938179	25	51	0.005264266	
